name,label,summary,description,predict
anaconda-tui,系统, Textual user interface for the Anaconda installer, This package contains textual user interface for the Anaconda installer.,系统
anaconda-user-help,系统, Content for the Anaconda built-in help system, This package provides content for the Anaconda built-in help system.,应用
annobin-annocheck,应用, A tool for checking the security hardening status of binaries," Installs the annocheck program which uses the notes generated by annobin to
check that the specified files were compiled with the correct security
hardening options.",系统
anolis-logos-httpd,核心,Anolis OS related icons and pictures used by httpd ,"Licensed only for approved usage, see COPYING for details. ",核心
anolis-logos-ipa,核心, Anolis OS related icons and pictures used by ipa," Licensed only for approved usage, see COPYING for details.",核心
anolis-epao-release,核心, EPAO Packages for Anolis OS 8 repository configuration," This package contains the EPAO Packages for Anolis OS 8 repository
GPG key as well as configuration for yum.",核心
anolis-gpg-keys,核心, Anolis OS RPM keys, Anolis OS RPM signature keys,核心
ansible-core,应用," SSH-based configuration management, deployment, and task execution system"," Ansible is a radically simple model-driven configuration management,
multi-node deployment, and remote task execution system. Ansible works
over SSH and does not require any software or daemons to be installed
on remote nodes. Extension modules can be written in any language and
are transferred to managed machines automatically.",系统
ansible-pcp,应用, Ansible Metric collection for Performance Co-Pilot," A collection containing roles for Performance Co-Pilot (PCP) and related
software such as Redis and Grafana.  The collection is made up of several
Ansible roles, including:

redhat.rhel_metrics.pcp
A role for core PCP capabilities, configuring live performance analysis
with a large base set of metrics from the kernel and system services, as
well as data recording and rule inference.

redhat.rhel_metrics.redis
A role for configuring a local Redis server, suitable for use with a
Performance Co-Pilot archive repository (for single or many hosts) and
fast, scalable querying of metrics.

redhat.rhel_metrics.grafana
A role for configuring a local Grafana server, providing web frontend
visuals for Performance Co-Pilot metrics, both live and historically.
Data sources for Vector (live), Redis (historical) and interactive
bpftrace (eBPF) scripts can be configured by this role.  The PCP REST
API service (from the core pcp role) should be configured in order to
use this role.

redhat.rhel_metrics.bpftrace
A role that extends the core PCP role, providing metrics from bpftrace
scripts using Linux eBPF facilities.  Configuring authentication of a
local user capable of running bpftrace scripts via the PCP agent is a
key task of this role.

redhat.rhel_metrics.elasticsearch
A role that extends the core PCP role, providing metrics from a live
ElasticSearch instance for PCP analysis or exporting of PCP metric
values (and metadata) to ElasticSearch for the indexing and querying
of performance data.",系统
ant,应用, Java build tool," Apache Ant is a Java library and command-line tool whose mission is to
drive processes described in build files as targets and extension
points dependent upon each other.  The main known usage of Ant is the
build of Java applications.  Ant supplies a number of built-in tasks
allowing to compile, assemble, test and run Java applications.  Ant
can also be used effectively to build non Java applications, for
instance C or C++ applications.  More generally, Ant can be used to
pilot any type of process which can be described in terms of targets
and tasks.",应用
ant-apache-bcel,应用, Optional apache bcel tasks for ant, Optional apache bcel tasks for ant.,应用
ant-javamail,应用, Optional javamail tasks for ant, Optional javamail tasks for ant.,应用
ant-jdepend,应用, Optional jdepend tasks for ant, Optional jdepend tasks for ant.,应用
ant-jmf,应用, Optional jmf tasks for ant, Optional jmf tasks for ant.,应用
ant-jsch,应用, Optional jsch tasks for ant, Optional jsch tasks for ant.,应用
ant-lib,应用, Core part of ant, Core part of Apache Ant that can be used as a library.,应用
ant-manual,应用, Manual for ant, Documentation for ant.,系统
ant-testutil,应用, Test utility classes for ant, Test utility tasks for ant.,应用
ant-xz,应用, Optional xz tasks for ant, Optional xz tasks for ant.,应用
ant-contrib-javadoc,应用, Javadoc for ant-contrib, Api documentation for ant-contrib.,应用
antlr-C++,应用, C++ bindings for antlr2 generated parsers, This package provides a static C++ library for parsers generated by ANTLR2.,系统
antlr-manual,应用, Manual for antlr, Documentation for antlr.,系统
antlr-tool,应用, ANother Tool for Language Recognition," ANTLR, ANother Tool for Language Recognition, (formerly PCCTS) is a
language tool that provides a framework for constructing recognizers,
compilers, and translators from grammatical descriptions containing
C++ or Java actions [You can use PCCTS 1.xx to generate C-based
parsers].",应用
aom,应用, Royalty-free next-generation video format," The Alliance for Open Media__ focus is to deliver a next-generation
video format that is:

 - Interoperable and open;
 - Optimized for the Internet;
 - Scalable to any modern device at any bandwidth;
 - Designed with a low computational footprint and optimized for hardware;
 - Capable of consistent, highest-quality, real-time video delivery; and
 - Flexible for both commercial and non-commercial content, including
   user-generated content.

This package contains the reference encoder and decoder.",应用
aopalliance-javadoc,应用, API documentation for aopalliance, API documentation for aopalliance.,应用
apache-commons-beanutils,应用, Java utility methods for accessing and modifying the properties of arbitrary JavaBeans," The scope of this package is to create a package of Java utility methods
for accessing and modifying the properties of arbitrary JavaBeans.  No
dependencies outside of the JDK are required, so the use of this package
is very lightweight.",应用
apache-commons-beanutils-javadoc,应用, Javadoc for apache-commons-beanutils, Javadoc for apache-commons-beanutils.,应用
apache-commons-cli,应用, Command Line Interface Library for Java," The CLI library provides a simple and easy to use API for working with the
command line arguments and options.",应用
apache-commons-codec-javadoc,应用, API documentation for apache-commons-codec, API documentation for apache-commons-codec.,应用
apache-commons-collections,应用," Provides new interfaces, implementations and utilities for Java Collections"," The introduction of the Collections API by Sun in JDK 1.2 has been a
boon to quick and effective Java programming. Ready access to powerful
data structures has accelerated development by reducing the need for
custom container classes around each core object. Most Java2 APIs are
significantly easier to use because of the Collections API.
However, there are certain holes left unfilled by Sun's
implementations, and the Jakarta-Commons Collections Component strives
to fulfill them. Among the features of this package are:
- special-purpose implementations of Lists and Maps for fast access
- adapter classes from Java1-style containers (arrays, enumerations) to
Java2-style collections.
- methods to test or create typical set-theory properties of collections
such as union, intersection, and closure.",应用
apache-commons-collections-testframework,应用, Testframework for apache-commons-collections, Testframework for apache-commons-collections.,应用
apache-commons-compress-javadoc,应用, API documentation for apache-commons-compress, This package provides API documentation for apache-commons-compress.,应用
apache-commons-exec-javadoc,应用, Javadocs for apache-commons-exec, This package contains the API documentation for apache-commons-exec.,应用
apache-commons-io,应用, Utilities to assist with developing IO functionality," Commons-IO contains utility classes, stream implementations,
file filters, and endian classes. It is a library of utilities
to assist with developing IO functionality.",应用
apache-commons-jxpath,应用, Simple XPath interpreter," Defines a simple interpreter of an expression language called XPath.
JXPath applies XPath expressions to graphs of objects of all kinds:
JavaBeans, Maps, Servlet contexts, DOM etc, including mixtures thereof.",应用
apache-commons-jxpath-javadoc,应用, API documentation for apache-commons-jxpath, This package contains the API documentation for apache-commons-jxpath.,应用
apache-commons-lang-javadoc,应用, API documentation for apache-commons-lang, API documentation for apache-commons-lang.,应用
apache-commons-lang3,应用, Provides a host of helper utilities for the java.lang API," The standard Java libraries fail to provide enough methods for
manipulation of its core classes. The Commons Lang Component provides
these extra methods.
The Commons Lang Component provides a host of helper utilities for the
java.lang API, notably String manipulation methods, basic numerical
methods, object reflection, creation and serialization, and System
properties. Additionally it contains an inheritable enum type, an
exception structure that supports multiple types of nested-Exceptions
and a series of utilities dedicated to help with building methods, such
as hashCode, toString and equals.

With version of commons-lang 3.x, developers decided to change API and
therefore created differently named artifact and jar files. This is
the new version, while apache-commons-lang is the compatibility
package.",应用
apache-commons-logging,应用, Apache Commons Logging," The commons-logging package provides a simple, component oriented
interface (org.apache.commons.logging.Log) together with wrappers for
logging systems. The user can choose at runtime which system they want
to use. In addition, a small number of basic implementations are
provided to allow users to use the package standalone.
commons-logging was heavily influenced by Avalon's Logkit and Log4J. The
commons-logging abstraction is meant to minimize the differences between
the two, and to allow a developer to not tie himself to a particular
logging implementation.",应用
apache-ivy-javadoc,应用, API Documentation for ivy, JavaDoc documentation for apache-ivy,应用
apiguardian,应用, API Guardian Java annotation," API Guardian indicates the status of an API element and therefore its
level of stability as well.  It is used to annotate public types,
methods, constructors, and fields within a framework or application in
order to publish their API status and level of stability and to
indicate how they are intended to be used by consumers of the API.",应用
appstream-data,应用, Cached AppStream metadata," This package provides the distribution specific AppStream metadata required
for the GNOME and KDE software centers.",应用
apr-util-bdb,应用, APR utility library Berkeley DB driver," This package provides the Berkeley DB driver for the apr-util
DBM (database abstraction) interface.",应用
apr-util-odbc,应用, APR utility library ODBC DBD driver," This package provides the ODBC driver for the apr-util DBD
(database abstraction) interface.",应用
apr-util-sqlite,应用, APR utility library SQLite DBD driver," This package provides the SQLite driver for the apr-util DBD
(database abstraction) interface.",应用
aqute-bnd,应用, BND Tool," The bnd tool helps you create and diagnose OSGi bundles.
The key functions are:
- Show the manifest and JAR contents of a bundle
- Wrap a JAR so that it becomes a bundle
- Create a Bundle from a specification and a class path
- Verify the validity of the manifest entries
The tool is capable of acting as:
- Command line tool
- File format
- Directives
- Use of macros",应用
aqute-bnd-javadoc,应用, Javadoc for aqute-bnd, API documentation for aqute-bnd.,应用
bnd-maven-plugin,应用, BND Maven plugin, BND Maven plugin.,应用
asciidoc,应用, Text based document generation," AsciiDoc is a text document format for writing short documents,
articles, books and UNIX man pages. AsciiDoc files can be translated
to HTML and DocBook markups using the asciidoc(1) command.",应用
aspell,应用, Spell checker," GNU Aspell is a spell checker designed to eventually replace Ispell. It can
either be used as a library or as an independent spell checker. Its main
feature is that it does a much better job of coming up with possible
suggestions than just about any other spell checker out there for the
English language, including Ispell and Microsoft Word. It also has many
other technical enhancements over Ispell such as using shared memory for
dictionaries and intelligently handling personal dictionaries when more
than one Aspell process is open at once.",应用
atinject-tck,应用, TCK for testing atinject compatibility with JSR-330, TCK for testing atinject compatibility with JSR-330.,应用
atkmm,应用, C++ interface for the ATK library," atkmm provides a C++ interface for the ATK library. Highlights
include typesafe callbacks, widgets extensible via inheritance and a
comprehensive set of widget classes that can be freely combined to
quickly create complex user interfaces.",应用
atlas,系统,Automatically Tuned Linear Algebra Software ,"The ATLAS (Automatically Tuned Linear Algebra Software) project is an
ongoing research effort f(ocusing on applying empirical techniques in
order to provide portable performance. At present, it provides C and
Fortran77 interfaces to a portably efficient BLAS implementation, as
well as a few routines from LAPACK.

The performance improvements in ATLAS are obtained largely via
compile-time optimizations and tend to be specific to a given hardware
configuration. In order to package ATLAS some compromises
are necessary so that good performance can be obtained on a variety
of hardware. This set of ATLAS binary packages is therefore not
necessarily optimal for any specific hardware configuration.  However,
the source package can be used to compile customized ATLAS packages;
see the documentation for information. ",系统
atlas-corei2,系统,ATLAS libraries for Corei2 (Ivy/Sandy bridge) CPUs ,"This package contains the ATLAS (Automatically Tuned Linear Algebra
Software) libraries compiled with optimizations for the Corei2 (Ivy/Sandy bridge)
CPUs. The base ATLAS builds for the x86_64 architecture are made for the hammer64 CPUs. ",应用
attr,核心, Utilities for managing filesystem extended attributes," A set of tools for manipulating extended attributes on filesystem
objects, in particular getfattr(1) and setfattr(1).
An attr(1) command is also provided which is largely compatible
with the SGI IRIX tool of the same name.",系统
libattr,核心, Dynamic library for extended attribute support," This package contains the libattr.so dynamic library which contains
the extended attribute system calls and library functions.",应用
audit-libs,核心, Dynamic library for libaudit," The audit-libs package contains the dynamic libraries needed for
applications to use the audit framework.",核心
authd,系统, A RFC 1413 ident protocol daemon," authd is a small and fast RFC 1413 ident protocol daemon
with both xinetd server and interactive modes that
supports IPv6 and IPv4 as well as the more popular features
of pidentd.",应用
authselect-libs,系统, Utility library used by the authselect tool," Common library files for authselect. This package is used by the authselect
command line tool and any other potential front-ends.",应用
autoconf,应用, A GNU tool for automatically configuring source code," GNU's Autoconf is a tool for configuring source code and Makefiles.
Using Autoconf, programmers can create portable and configurable
packages, since the person building the package is allowed to
specify various configuration options.

You should install Autoconf if you are developing software and
would like to create shell scripts that configure your source code
packages. If you are installing Autoconf, you will also need to
install the GNU m4 package.

Note that the Autoconf package is not required for the end-user who
may be configuring software with an Autoconf-generated script;
Autoconf is only required for the generation of the scripts, not
their use.",系统
autofs,应用,A tool for automatically mounting and unmounting filesystems ,"autofs is a daemon which automatically mounts filesystems when you use
them, and unmounts them later when you are not using them.  This can
include network filesystems, CD-ROMs, floppies, and so forth. ",系统
autogen,应用, Automated text file generator," AutoGen is a tool designed to simplify the creation and maintenance of
programs that contain large amounts of repetitious text. It is especially
valuable in programs that have several blocks of text that must be kept
synchronised.",系统
autogen-libopts,应用, Automated option processing library based on autogen," Libopts is very powerful command line option parser consisting of a set of
AutoGen templates and a run time library that nearly eliminates the hassle of
parsing and documenting command line options.",应用
automake,应用, A GNU tool for automatically creating Makefiles," Automake is a tool for automatically generating `Makefile.in'
files compliant with the GNU Coding Standards.

You should install Automake if you are developing software and would
like to use its ability to automatically generate GNU standard
Makefiles.",系统
avahi-compat-libdns_sd,应用, Libraries for Apple Bonjour mDNSResponder compatibility, Libraries for Apple Bonjour mDNSResponder compatibility.,应用
avahi-glib,应用, Glib libraries for avahi, Libraries for easy use of avahi from glib applications.,应用
avahi-libs,应用, Libraries for avahi run-time use," The avahi-libs package contains the libraries needed
to run programs that use avahi.",应用
python3-avahi,应用,Python3 Avahi bindings ,Python3 Avahi bindings. ,应用
awscli,应用, Universal Command Line Environment for AWS," This package provides a unified
command line interface to Amazon Web Services.",系统
babel,应用, Tools for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc.",系统
python38-babel,应用, Library for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc.",系统
libbabeltrace,系统, Common Trace Format Babel Tower," This project provides trace read and write libraries, as well as a trace
converter. A plugin can be created for any trace format to allow its conversion
to/from another trace format.",系统
bacula-client,应用, Bacula backup client," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the bacula client, the daemon running on the system to be
backed up.",应用
bacula-director,应用, Bacula Director files," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the director files.",应用
bacula-libs,应用, Bacula libraries," Bacula is a set of programs that allow you to manage the backup,
recovery, and verification of computer data across a network of
different computers. It is based on a client/server architecture.

This package contains basic Bacula libraries, which are used by all
Bacula programs.",应用
bacula-logwatch,应用, Bacula Director logwatch scripts," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains logwatch scripts for Bacula Director.",系统
baobab,应用, A graphical directory tree analyzer," Baobab is able to scan either specific directories or the whole filesystem, in
order to give the user a graphical tree representation including each
directory size or percentage in the branch.  It also auto-detects in real-time
any change made to your home folder as far as any mounted/unmounted device.",应用
batik-util,应用, Batik utility library, Util component of the Apache Batik SVG manipulation and rendering library.,应用
bcc-tools,应用, Command line tools for BPF Compiler Collection (BCC), Command line tools for BPF Compiler Collection (BCC),应用
bea-stax-api,应用, The StAX API, The StAX API,应用
beust-jcommander,应用, Java framework for parsing command line parameters," JCommander is a very small Java framework that makes it trivial to
parse command line parameters (with annotations).",应用
beust-jcommander-javadoc,应用, API documentation for beust-jcommander, This package contains the API documentation for beust-jcommander.,应用
bind-chroot,系统," A chroot runtime environment for the ISC BIND DNS server, named(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>",系统
bind-libs,系统, Libraries used by the BIND DNS packages," Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind-utils package.",系统
bind-pkcs11,系统, Bind with native PKCS#11 functionality for crypto," This is a version of BIND server built with native PKCS#11 functionality.
It is important to have SoftHSM v2+ installed and some token initialized.
For other supported HSM modules please check the BIND documentation.",系统
bind9.16-dnssec-utils,系统, DNSSEC keys and zones management utilities," Bind-dnssec-utils contains a collection of utilities for editing
DNSSEC keys and BIND zone files. These tools provide generation,
revocation and verification of keys and DNSSEC signatures in zone files.

You should install bind9.16-dnssec-utils if you need to sign a DNS zone
or maintain keys for it.",系统
bind9.16-libs,系统, Libraries used by the BIND DNS packages," Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind9.16-utils package.",系统
bind9.16-license,系统, License of the BIND DNS suite, Contains license of the BIND DNS suite.,系统
python3-bind9.16,系统, A module allowing rndc commands to be sent from Python programs, This package provides a module which allows commands to be sent to rndc directly from Python programs.,系统
bind-dyndb-ldap,系统, LDAP back-end plug-in for BIND," This package provides an LDAP back-end plug-in for BIND. It features
support for dynamic updates and internal caching, to lift the load
off of your LDAP server.",系统
binutils,核心, A GNU collection of binary utilities," Binutils is a collection of binary utilities, including ar (for
creating, modifying and extracting from archives), as (a family of GNU
assemblers), gprof (for displaying call graph profile data), ld (the
GNU linker), nm (for listing symbols from object files), objcopy (for
copying and translating object files), objdump (for displaying
information from object files), ranlib (for generating an index for
the contents of an archive), readelf (for displaying detailed
information about binary files), size (for listing the section sizes
of an object or archive file), strings (for listing printable strings
from files), strip (for discarding symbols), and addr2line (for
converting addresses to file and line).",系统
biosdevname,系统,Udev helper for naming devices per BIOS names ,"biosdevname in its simplest form takes a kernel device name as an
argument, and returns the BIOS-given name it ""should"" be.  This is necessary
on systems where the BIOS name for a given device (e.g. the label on
the chassis is ""Gb1"") doesn't map directly and obviously to the kernel
name (e.g. eth0). ",系统
bison,系统, A GNU general-purpose parser generator," Bison is a general purpose parser generator that converts a grammar
description for an LALR(1) context-free grammar into a C program to
parse that grammar. Bison can be used to develop a wide range of
language parsers, from ones used in simple desk calculators to complex
programming languages. Bison is upwardly compatible with Yacc, so any
correctly written Yacc grammar should work with Bison without any
changes. If you know Yacc, you shouldn't have any trouble using
Bison. You do need to be very proficient in C programming to be able
to use Bison. Bison is only needed on systems that are used for
development.

If your system will be used for C development, you should install
Bison.",应用
bitmap-fonts-compat,其它, Compatibility files of bitmap-font families," 
The bitmap-fonts package provides a number of bitmap fonts selected
from the xorg package designed for use locations such as
terminals.
Meta-package for installing all font families of bitmap.",其它
bitmap-lucida-typewriter-fonts,其它, Selected CJK bitmap fonts for Anaconda," 
The bitmap-fonts package provides a number of bitmap fonts selected
from the xorg package designed for use locations such as
terminals.",其它
iowatcher,系统, Utility for visualizing block layer IO patterns and performance," iowatcher generates graphs from blktrace runs to help visualize IO patterns and
performance as SVG images or movies. It can plot multiple blktrace runs
together, making it easy to compare the differences between different benchmark
runs.

You should install the iowatcher package if you need to visualize detailed
information about IO patterns.",应用
bluez,系统, Bluetooth utilities," Utilities for use in Bluetooth applications:
	- hcitool
	- hciattach
	- hciconfig
	- bluetoothd
	- l2ping
	- rfcomm
	- sdptool
	- bluetoothctl
	- btmon
	- hcidump
	- l2test
	- rctest
	- gatttool
	- start scripts (Red Hat)
	- pcmcia configuration files

The BLUETOOTH trademarks are owned by Bluetooth SIG, Inc., U.S.A.",系统
bluez-hid2hci,系统,Put HID proxying bluetooth HCI's into HCI mode ,"Most allinone PC's and bluetooth keyboard / mouse sets which include a
bluetooth dongle, ship with a so called HID proxying bluetooth HCI.
The HID proxying makes the keyboard / mouse show up as regular USB HID
devices (after connecting using the connect button on the device + keyboard),
which makes them work without requiring any manual configuration.

The bluez-hid2hci package contains the hid2hci utility and udev rules to
automatically switch supported Bluetooth devices into regular HCI mode.

Install this package if you want to use the bluetooth function of the HCI
with other bluetooth devices like for example a mobile phone.

Note that after installing this package you will first need to pair your
bluetooth keyboard and mouse with the bluetooth adapter before you can use
them again. Since you cannot use your bluetooth keyboard and mouse until
they are paired, this will require the use of a regular (wired) USB keyboard
and mouse. ",系统
bluez-obexd,系统,Object Exchange daemon for sharing content ,"Object Exchange daemon for sharing files, contacts etc over bluetooth ",系统
bogofilter,应用, Fast anti-spam filtering by Bayesian statistical analysis," Bogofilter is a Bayesian spam filter.  In its normal mode of
operation, it takes an email message or other text on standard input,
does a statistical check against lists of ""good"" and ""bad"" words, and
returns a status code indicating whether or not the message is spam.
Bogofilter is designed with fast algorithms (including Berkeley DB system),
coded directly in C, and tuned for speed, so it can be used for production
by sites that process a lot of mail.",应用
bolt,应用,Thunderbolt device manager ,"bolt is a system daemon to manage Thunderbolt devices via a D-BUS
API. Thunderbolt 3 introduced different security modes that require
devices to be authorized before they can be used. The D-Bus API can be
used to list devices, enroll them (authorize and store them in the
local database) and forget them again (remove previously enrolled
devices). It also emits signals if new devices are connected (or
removed). During enrollment devices can be set to be automatically
authorized as soon as they are connected.  A command line tool, called
boltctl, can be used to control the daemon and perform all the above
mentioned tasks. ",应用
boom-boot,系统,A set of libraries and tools for managing boot loader entries ,"Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch. ",系统
boom-boot-conf,系统, A set of libraries and tools for managing boot loader entries," Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch.

This package provides configuration files for boom.",系统
boost-chrono,应用, Run-time component of boost chrono library," 
Run-time support for Boost.Chrono, a set of useful time utilities.",应用
boost-context,应用, Run-time component of boost context switching library," 
Run-time support for Boost.Context, a foundational library that
provides a sort of cooperative multitasking on a single thread.",应用
boost-date-time,应用, Run-time component of boost date-time library," 
Run-time support for Boost Date Time, a set of date-time libraries based
on generic programming concepts.",应用
boost-filesystem,应用, Run-time component of boost filesystem library," 
Run-time support for the Boost Filesystem Library, which provides
portable facilities to query and manipulate paths, files, and
directories.",应用
boost-graph,应用, Run-time component of boost graph library," 
Run-time support for the BGL graph library.  BGL interface and graph
components are generic, in the same sense as the Standard Template
Library (STL).",应用
boost-jam,应用, A low-level build tool," Boost.Jam (BJam) is the low-level build engine tool for Boost.Build.
Historically, Boost.Jam is based on on FTJam and on Perforce Jam but has grown
a number of significant features and is now developed independently.",应用
