name,label,predict,summary,description
bash,工具,服务,The GNU Bourne Again shell ,"The GNU Bourne Again shell (Bash) is a shell or command language
interpreter that is compatible with the Bourne shell (sh). Bash
incorporates useful features from the Korn shell (ksh) and the C shell
(csh). Most sh scripts can be run by bash without modification. "
python3-bcc,库,工具, Python3 bindings for BPF Compiler Collection (BCC), Python3 bindings for BPF Compiler Collection (BCC)
bind,服务,库, The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
bind-chroot,服务,库," A chroot runtime environment for the ISC BIND DNS server, named(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
bind-license,服务,库, License of the BIND DNS suite, Contains license of the BIND DNS suite.
bind-sdb-chroot,服务,工具," A chroot runtime environment for the ISC BIND DNS server, named-sdb(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named-sdb(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
bind-utils,工具,服务, Utilities for querying DNS name servers," Bind-utils contains a collection of utilities for querying DNS (Domain
Name System) name servers to find out information about Internet
hosts. These tools will provide you with the IP addresses for given
host names, as well as other information about registered domains and
network addresses.

You should install bind-utils if you need to get information from DNS name
servers."
python3-bind,库,工具, A module allowing rndc commands to be sent from Python programs, This package provides a module which allows commands to be sent to rndc directly from Python programs.
bind9.16,服务,库, The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
bind9.16-chroot,服务,工具," A chroot runtime environment for the ISC BIND DNS server, named(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
bind9.16-license,服务,库, License of the BIND DNS suite, Contains license of the BIND DNS suite.
python3-bind9.16,库,工具, A module allowing rndc commands to be sent from Python programs, This package provides a module which allows commands to be sent to rndc directly from Python programs.
biosdevname,工具,库,Udev helper for naming devices per BIOS names ,"biosdevname in its simplest form takes a kernel device name as an
argument, and returns the BIOS-given name it ""should"" be.  This is necessary
on systems where the BIOS name for a given device (e.g. the label on
the chassis is ""Gb1"") doesn't map directly and obviously to the kernel
name (e.g. eth0). "
bolt,服务,工具,Thunderbolt device manager ,"bolt is a system daemon to manage Thunderbolt devices via a D-BUS
API. Thunderbolt 3 introduced different security modes that require
devices to be authorized before they can be used. The D-Bus API can be
used to list devices, enroll them (authorize and store them in the
local database) and forget them again (remove previously enrolled
devices). It also emits signals if new devices are connected (or
removed). During enrollment devices can be set to be automatically
authorized as soon as they are connected.  A command line tool, called
boltctl, can be used to control the daemon and perform all the above
mentioned tasks. "
boom-boot,工具,库,A set of libraries and tools for managing boot loader entries ,"Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch. "
boom-boot-conf,工具,库, A set of libraries and tools for managing boot loader entries," Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch.

This package provides configuration files for boom."
boost-build,库,工具, Cross platform build system for C++ projects," Boost.Build is an easy way to build C++ projects, everywhere. You name
your pieces of executable and libraries and list their sources.  Boost.Build
takes care about compiling your sources with the right options,
creating static and shared libraries, making pieces of executable, and other
chores -- whether you're using GCC, MSVC, or a dozen more supported
C++ compilers -- on Windows, OSX, Linux and commercial UNIX systems."
boost-examples,库,工具, Source examples for the Boost C++ libraries, This package contains example source files distributed with boost.
boost-jam,库,工具, A low-level build tool," Boost.Jam (BJam) is the low-level build engine tool for Boost.Build.
Historically, Boost.Jam is based on on FTJam and on Perforce Jam but has grown
a number of significant features and is now developed independently."
booth,工具,服务, Ticket Manager for Multi-site Clusters," Booth manages tickets which authorize cluster sites located
in geographically dispersed locations to run resources.
It facilitates support of geographically distributed
clustering in Pacemaker."
booth-arbitrator,工具,服务, Booth support for running as an arbitrator," Support for running Booth, ticket manager for multi-site clusters,
as an arbitrator."
booth-core,工具,服务," Booth core files (executables, etc.)"," Core files (executables, etc.) for Booth, ticket manager for
multi-site clusters."
booth-site,工具,服务, Booth support for running as a full-fledged site," Support for running Booth, ticket manager for multi-site clusters,
as a full-fledged site."
brasero,工具,服务, Gnome CD/DVD burning application," Simple and easy to use CD/DVD burning application for the Gnome
desktop."
brasero-nautilus,工具,库, Nautilus extension for brasero, The brasero-nautilus package contains the brasero nautilus extension.
breeze-icon-theme,工具,服务, Breeze icon theme, Breeze icon theme.
breeze-icon-theme-rcc,工具,其它, breeze Qt resource files, breeze Qt resource files.
brlapi,库,工具, Application Programming Interface for BRLTTY," This package provides the run-time support for the Application
Programming Interface to BRLTTY.

Install this package if you have an application which directly accesses
a refreshable braille display."
brltty-at-spi2,服务,工具, AtSpi2 driver for BRLTTY, This package provides the AtSpi2 driver for BRLTTY.
python3-brlapi,库,服务, Python 3 binding for BrlAPI, This package provides the Python 3 binding for BrlAPI.
c2esp,服务,库, CUPS driver for Kodak AiO printers, CUPS filters and drivers for Kodak ESP and Hero all in one printers.
cairo-gobject,库,服务, GObject bindings for cairo," Cairo is a 2D graphics library designed to provide high-quality display
and print output.

This package contains functionality to make cairo graphics library
integrate well with the GObject object system used by GNOME."
cdrdao,工具,库, Writes audio CD-Rs in disk-at-once (DAO) mode," Cdrdao records audio CD-Rs in disk-at-once (DAO) mode, based on a
textual description of the CD contents. Recording in DAO mode writes
the complete disc (lead-in, one or more tracks, and lead-out) in a
single step. DAO allows full control over the length and the contents
of pre-gaps, the pause areas between tracks."
icedax,库,工具, A utility for sampling/copying .wav files from digital audio CDs," Icedax is a sampling utility for CD-ROM drives that are capable of
providing a CD's audio data in digital form to your host. Audio data
read from the CD can be saved as .wav or .sun format sound files.
Recording formats include stereo/mono, 8/12/16 bits and different
rates. Icedax can also be used as a CD player."
librbd1,库,服务, RADOS block device client library," RBD is a block device striped across multiple distributed objects in
RADOS, a reliable, autonomic distributed object storage cluster
developed as part of the Ceph distributed storage system. This is a
shared library allowing applications to manage these block devices."
cheese,工具,库, Application for taking pictures and movies from a webcam," Cheese is a Photobooth-inspired GNOME application for taking pictures and
videos from a webcam. It can also apply fancy graphical effects."
chrome-gnome-shell,工具,服务, Support for managing GNOME Shell Extensions through web browsers," Browser extension for Google Chrome/Chromium, Firefox, Vivaldi, Opera (and
other Browser Extension, Chrome Extension or WebExtensions capable browsers)
and native host messaging connector that provides integration with GNOME Shell
and the corresponding extensions repository https://extensions.gnome.org."
chrpath,工具,库,Modify rpath of compiled programs ,"chrpath allows you to modify the dynamic library load path (rpath) of
compiled programs.  Currently, only removing and modifying the rpath
is supported. "
cim-schema,服务,工具, Common Information Model (CIM) Schema," Common Information Model (CIM) is a model for describing overall
management information in a network or enterprise environment. CIM
consists of a specification and a schema. The specification defines the
details for integration with other management models. The schema
provides the actual model descriptions.



Authors:
--------
    DTMF <http://www.dmtf.org/about/contact>"
clang,工具,库, A C language family front-end for LLVM," clang: noun
    1. A loud, resonant, metallic sound.
    2. The strident call of a crane or goose.
    3. C-language family front-end toolkit.

The goal of the Clang project is to create a new C, C++, Objective C
and Objective C++ front-end for the LLVM compiler. Its tools are built
as libraries and designed to be loosely-coupled and extensible.

Install compiler-rt if you want the Blocks C language extension or to
enable sanitization and profiling options when building, and
libomp-devel to enable -fopenmp."
clang-analyzer,工具,库, A source code analysis framework," The Clang Static Analyzer consists of both a source code analysis
framework and a standalone tool that finds bugs in C and Objective-C
programs. The standalone tool is invoked from the command-line, and is
intended to run in tandem with a build of a project or code base."
clang-resource-filesystem,工具,其它, Filesystem package that owns the clang resource directory, This package owns the clang resouce directory: $libdir/clang/$version/
cldr-emoji-annotation,工具,库, Emoji annotation files in CLDR, This package provides the emoji annotation file by language in CLDR.
clevis-udisks2,工具,服务, UDisks2/Storaged integration for clevis," Automatically unlocks LUKS block devices in desktop environments that
use UDisks2 or storaged (like GNOME)."
cloud-init,服务,工具, Cloud instance init scripts," Cloud-init is a set of init scripts for cloud instances.  Cloud instances
need special scripts to run during initialization to retrieve and install
ssh keys and to let the user run various scripts."
clufter-bin,工具,库, Common internal compiled files for clufter," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains internal, arch-specific files for clufter."
clufter-lib-ccs,库,工具, Extra plugins for transforming/analyzing CMAN configuration," This package contains set of additional plugins targeting CMAN cluster
configuration: either experimental commands or internally unused, reusable
formats and filters."
clufter-lib-general,库,工具, Extra clufter plugins usable for/as generic/auxiliary products," This package contains set of additional plugins targeting variety of generic
formats often serving as a byproducts in the intermediate steps of the overall
process arrangement: either experimental commands or internally unused,
reusable formats and filters."
clufter-lib-pcs,库,工具, Extra plugins for transforming/analyzing Pacemaker configuration," This package contains set of additional plugins targeting Pacemaker cluster
configuration: either experimental commands or internally unused, reusable
formats and filters."
clutter,工具,服务, Open Source software library for creating rich graphical user interfaces," Clutter is an open source software library for creating fast,
visually rich graphical user interfaces. The most obvious example
of potential usage is in media center type applications.
We hope however it can be used for a lot more."
cmake,工具,库, Cross-platform make system," CMake is used to control the software compilation process using simple
platform and compiler independent configuration files. CMake generates
native makefiles and workspaces that can be used in the compiler
environment of your choice. CMake is quite sophisticated: it is possible
to support complex environments requiring system configuration, preprocessor
generation, code generation, and template instantiation."
cmake-gui,工具,库, Qt GUI for cmake, The cmake-gui package contains the Qt based GUI for cmake.
cockpit-bridge,服务,库, Cockpit bridge server-side component," The Cockpit bridge component installed server side and runs commands on the
system on behalf of the web based user interface."
cockpit-podman,服务,工具, Cockpit component for Podman containers, The Cockpit user interface for Podman containers.
colord-devel-docs,库,服务, Developer documentation package for colord, Documentation for development with colord.
color-filesystem,库,工具, Color filesystem layout, This package provides some directories that are required/used to store color.
compat-exiv2-026,库,工具, Compatibility package with the exiv2 library in version 0.26," A command line utility to access image metadata, allowing one to:
* print the Exif metadata of Jpeg images as summary info, interpreted values,
  or the plain data for each tag
* print the Iptc metadata of Jpeg images
* print the Jpeg comment of Jpeg images
* set, add and delete Exif and Iptc metadata of Jpeg images
* adjust the Exif timestamp (that's how it all started...)
* rename Exif image files according to the Exif timestamp
* extract, insert and delete Exif metadata (including thumbnails),
  Iptc metadata and Jpeg comments"
compat-guile18,工具,库, A GNU implementation of Scheme for application extensibility," GUILE (GNU's Ubiquitous Intelligent Language for Extension) is a library
implementation of the Scheme programming language, written in C.  GUILE
provides a machine-independent execution platform that can be linked in
as a library during the building of extensible programs.

Install the compat-guile18 package if you'd like to add extensibility to
programs that you are developing."
compat-openssl10,库,工具, Compatibility version of the OpenSSL library," The OpenSSL toolkit provides support for secure communications between
machines. This version of OpenSSL package contains only the libraries
and is provided for compatibility with previous releases and software
that does not support compilation with OpenSSL-1.1."
conmon,服务,库, OCI container runtime monitor, OCI container runtime monitor.
conntrack-tools,工具,服务,Manipulate netfilter connection tracking table and run High Availability ,"With conntrack-tools you can setup a High Availability cluster and
synchronize conntrack state between multiple firewalls.

The conntrack-tools package contains two programs:
- conntrack: the command line interface to interact with the connection
             tracking system.
- conntrackd: the connection tracking userspace daemon that can be used to
              deploy highly available GNU/Linux firewalls and collect
              statistics of the firewall use.

conntrack is used to search, list, inspect and maintain the netfilter
connection tracking subsystem of the Linux kernel.
Using conntrack, you can dump a list of all (or a filtered selection  of)
currently tracked connections, delete connections from the state table,
and even add new ones.
In addition, you can also monitor connection tracking events, e.g.
show an event message (one line) per newly established connection. "
container-exception-logger,服务,工具, Logging from a container to a host," container-exception-logger is a tool designed to run inside of
a container which is able to get its input outside of the container."
aardvark-dns,服务,库, Authoritative DNS server for A/AAAA container records," Authoritative DNS server for A/AAAA container records

Forwards other request to configured resolvers.
Read more about configuration in `src/backend/mod.rs`."
netavark,服务,工具, OCI network stack," OCI network stack

Netavark is a rust based network stack for containers. It is being
designed to work with Podman but is also applicable for other OCI
container management applications.

Netavark is a tool for configuring networking for Linux containers.
Its features include:
* Configuration of container networks via JSON configuration file
* Creation and management of required network interfaces,
    including MACVLAN networks
* All required firewall configuration to perform NAT and port
    forwarding as required for containers
* Support for iptables and firewalld at present, with support
    for nftables planned in a future release
* Support for rootless containers
* Support for IPv4 and IPv6
* Support for container DNS resolution via aardvark-dns."
container-selinux,库,工具, SELinux policies for container runtimes, SELinux policy modules for use with container runtimes.
convmv,工具,库, Convert filename encodings," This package contains the tool convmv with which you can convert the encodings
of filenames, e.g. from Latin1 to UTF-8."
corosync,服务,库, The Corosync Cluster Engine and Application Programming Interfaces," This package contains the Corosync Cluster Engine Executive, several default
APIs and libraries, default configuration files, and an init script."
spausedd,工具,服务, Utility to detect and log scheduler pause, Utility to detect and log scheduler pause
cpio,工具,库, A GNU archiving program," GNU cpio copies files into or out of a cpio or tar archive.  Archives
are files which contain a collection of other files plus information
about them, such as their file name, owner, timestamps, and access
permissions.  The archive can be another file on the disk, a magnetic
tape, or a pipe.  GNU cpio supports the following archive formats:  binary,
old ASCII, new ASCII, crc, HPUX binary, HPUX old ASCII, old tar and POSIX.1
tar.  By default, cpio creates binary format archives, so that they are
compatible with older cpio programs.  When it is extracting files from
archives, cpio automatically recognizes which kind of archive it is reading
and can read archives created on machines with a different byte-order.

Install cpio if you need a program to manage file archives."
cppcheck,工具,库, Tool for static C/C++ code analysis," Cppcheck is a static analysis tool for C/C++ code. Unlike C/C++
compilers and many other analysis tools it does not detect syntax
errors in the code. Cppcheck primarily detects the types of bugs that
the compilers normally do not detect. The goal is to detect only real
errors in the code (i.e. have zero false positives)."
cracklib-dicts,库,工具,The standard CrackLib dictionaries ,"The cracklib-dicts package includes the CrackLib dictionaries.
CrackLib will need to use the dictionary appropriate to your system,
which is normally put in /usr/share/dict/words. Cracklib-dicts also
contains the utilities necessary for the creation of new dictionaries.

If you are installing CrackLib, you should also install cracklib-dicts. "
crda,服务,工具, Regulatory compliance daemon for 802.11 wireless networking," The crda package provideds the regulatory rules database
""wireless-regdb"" used by the kernels 802.11 networking stack
in order to comply with radio frequency regulatory rules around
the world."
crit,库,工具, CRIU image tool," crit is a tool designed to decode CRIU binary dump files and show
their content in human-readable form."
cronie-anacron,服务,工具, Utility for running regular jobs," Anacron is part of cronie that is used for running jobs with regular
periodicity which do not have exact time of day of execution.

The default settings of anacron execute the daily, weekly, and monthly
jobs, but anacron allows setting arbitrary periodicity of jobs.

Using anacron allows running the periodic jobs even if the system is often
powered off and it also allows randomizing the time of the job execution
for better utilization of resources shared among multiple systems."
cronie-noanacron,服务,工具,Utility for running simple regular jobs in old cron style ,"Old style of running {hourly,daily,weekly,monthly}.jobs without anacron. No
extra features. "
