idx,name,y_true,y_predict,feature
42,ansible-freeipa,工具,工具,address client cluster collection currently distribution environment group handle host install installation issue management manager method mode need node note package password process processing record require rule separate server service sign simple start support time user version work
43,ant,其它,工具,allow apache application build built command compile core drive extension file instance java library line main number point process target task test tool type usage
44,aom,库,工具,capable contain content device file flexible format free generation hardware include internet library modern non open optimize package quality real reference time user video
45,apache-commons-cli,其它,工具,argument command easy interface java library line option provide simple work
46,apache-commons-codec,其它,库,attempt common commonly implementation include provide
47,apache-commons-collections,其它,工具,access apis array certain class collection component container core create custom data development easy fast feature implementation interface java method need object package powerful programming property provides purpose reduce special structure style test utility
48,apache-commons-compress,其它,其它,apache compress dump file form java library package read remove support unix version work
49,apache-commons-io,其它,库,class contains develop file filter functionality implementation library stream utilities utility
50,apache-commons-jxpath,其它,工具,context expression graph include interpreter kind language object simple
51,apache-commons-lang3,其它,其它,apache basic building change class compatibility component contain core create creation developer exception extra file help helper host java library manipulation method multiple object package property provide provides series standard string structure support type utility version
52,apache-commons-logging,其它,服务,abstraction addition allow apache basic component developer implementation interface mean number org package particular provide runtime simple small standalone user want wrapper
53,apache-commons-net,其它,其它,abstraction access command develop internet java level library like originally protocol provide purpose suite support time version
54,appstream-data,库,其它,distribution gnome metadata package provide require software specific
55,apr,库,服务,apache data form free include layer library operate portable possible provide routine runtime structure
56,apr-util,工具,工具,abstraction additional apache contain data database driver free include interface library package parsing portable postgresql provide routine runtime structure support utility
57,arpwatch,工具,服务,address automatically build certain change contain database device install monitor monitoring need network package report tool track utility
58,asciidoc,工具,工具,base command document file format generation html page text translate unix write
59,aspell,工具,工具,come design dictionary feature good handle include independent language library main memory microsoft open possible process replace shared word
60,aspell-en,工具,库,dictionary following list provides word
61,at,工具,服务,command control drop execute file input install instead level load need note oriented package particular read shell specify standard time tool user utility
62,at-spi2-atk,工具,工具,access application base based bus control expose gtk include interact interface module package protocol query reader screen script technology tools transport version
63,at-spi2-core,工具,工具,access application based bus control daemon definition expose gtk interact interface protocol query reader screen script technology tools transport version
64,atk,库,工具,alternative application device graphical input interface library provide reader screen support tool toolkit user
65,atkmm,库,工具,class complex create extensible include interface library provide user widget
66,atlas,工具,库,architecture automatically base binary build compile configuration contain documentation efficient good hardware implementation information interface libraries library make necessary order package performance portable present project provide routine software source specific time variety
67,attr,工具,服务,attribute command compatible contain dynamic extend filesystem function library manage manipulate object package particular provide support tool utilities
68,audit,工具,服务,application binding configure contain database directory dynamic event facility framework generate interface kernel library libs like linux machine management need package plugin plugins provide python3 real record remote search server service space store thing time tool user utility
69,augeas,服务,服务,change configuration control definition edit expose file format libraries library make parse public read structure tree work write
70,authselect,工具,服务,authentication build case command common configuration configure design different feature file instead library line package profile replacement source stack support test time tool utility
71,autoconf,工具,工具,allow automatically build code configuration configure create develop end generation instal install like need note option package portable programmer require script shell software source specify tool user various
72,autoconf-archive,库,其它,archive collection free friendly internet macro software
73,autofs,服务,服务,automatically daemon filesystems include network tool
74,autogen,工具,库,base command consist document library line option parser parsing powerful process template time
75,automake,工具,工具,ability automatically compliant create develop file generate install like software standard tool
76,autotrace,工具,工具,convert format graphic include input output produce program utility
77,avahi,服务,服务,able address application automatic binding computer configuration contain convenient daemon dynamic easy file glib gobject implement intend kind libraries library libs link local mean need network package plug primarily print printer program protocol python3 range run server service share technology time view wrapper
78,awscli,工具,服务,command environment interface line package provide services
79,babel,工具,工具,access application build common data date display interface library message number provide python repository tool various work
80,babeltrace,工具,服务,allow common conversion create format library plugin project provide read trace write
81,babl,库,库,buffer conversion creation dynamic exist format help image library provide store type
82,bacula,工具,工具,allow alternative architecture base basic client command common computer console contain daemon data device different drive file library line manage management network package program script select server storage write
83,baobab,工具,工具,able change device directory filesystem graphical include make order real representation size specific time tree user
84,basesystem,服务,工具,basic component define example installation order package remove simple
85,bash,工具,工具,command compatible feature interpreter language script shell useful
86,bash-completion,工具,其它,collection feature function shell
87,bc,工具,工具,arbitrary base capability handling include install interactive language like mode need number package processing stack text
88,bcc,工具,工具,analysis binding collection command compiler control create easy efficient example extend feature include kernel know line linux make manipulation network packet performance program python python3 task tool toolkit trace useful wrapper write
89,bind,服务,服务,application bind build contain domain export implementation internet library libs package version
90,bind9.16,服务,服务,address application based bind code collection contain contains domain environment file host implementation include information install internet libraries library license need network operate package program provide query resolve routine runtime server suite tool tree utilities utility utils version
91,binutils,工具,库,address archive binary collection content convert create data display extract family file generate graph include index information line list modify object profile section size string symbol translate utility
92,biosdevname,工具,工具,argument device directly form helper kernel necessary return simple
93,bison,库,工具,able available binary change compatible complex contain context convert depend description develop development file free general generate generator information install know language manual need package parse parser program programming purpose range runtime section simple support wide work write
94,bitmap-fonts,其它,其它,compatibility contain convert design encode family file font fonts instal intend native number package provide select terminal
95,blktrace,工具,服务,block collect data event format include information install kernel layer linux mechanism need operation package pattern perform provide request space trace user utilities utility
96,bluez,工具,服务,application automatically configuration connect contain content daemon device example file function include instal install libraries like make manual mode need note object package regular require rule script share start support switch utilities utility want work
97,blur-effect,库,库,graphic hardware library
98,bogofilter,工具,工具,algorithm analysis check code design directly fast filter good include input list mail message mode normal operation process return speed standard text word
99,bolt,服务,服务,automatically bus command connect control daemon database device different line list local manage manager mode perform remove require security store task tool
100,boom-boot,工具,服务,boot compatible configuration entry file function integration library linux manage manager module package project provide python3 require script specification support tool
101,boost,库,工具,additional advanced allow application base buffer class code command compiler component configuration container context copy core data date define developer directory easy entry execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality generic graph handling implement implementation include interface language library line long make manage manipulate memory method multiple offer operate operation option order path point portable present program programming provide public query range reference regular require run runtime separate single source specific standard stream style subroutine suitable support switch template thread time tool type unicode useful user utility value variable wide work
102,booth,工具,服务,cluster core distribute executables file manage manager multi resource support
103,bpftrace,工具,工具,available backend capability compile dynamic exist filter high interact kernel language level linux make packet script trace user
104,brasero,工具,工具,application contain desktop easy extension gnome libraries library libs package runtime share simple
105,breeze-icon-theme,其它,其它,file resource theme
106,brltty,工具,工具,access application bind binding complete console daemon directly display documentation drive driver functionality install interface java linux mode module package process programming provide python run screen support text time unix
107,brotli,库,工具,algorithm available compress compression context currently data general generic method modern offer order purpose similar speed variant
108,bubblewrap,库,服务,binary container core engine execution kernel tool user work
109,byteman,工具,工具,access agent allow application based code contain data different documentation execute extra include java javadoc load method need original package program remove simplify source start test tool trace want
110,byzanz,工具,工具,command desktop ease format image include line record sound tool video
111,bzip2,工具,服务,application available capability compress compression data fast file format free high install libraries need quality speed time utility
112,c-ares,库,库,library operation perform request resolve write
113,c2esp,库,服务,driver filter printer
114,ca-certificates,工具,其它,bundle certificate contain internet package root
115,cachefilesd,服务,服务,cache daemon directory disk file local manage management network space user
116,cairo,库,工具,available binding buffer contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory object output package print produce provide quality support target window
117,cairomm,库,工具,developer graphic include interface library make offer power standard template
118,cdparanoia,库,工具,ability application audio contain data digital directly disk drive dynamic extra feature file format good handle hardware include instead libraries library libs like need package read reading sample stream tool utility variety write
119,cdrdao,工具,库,allow audio base complete content control description disk mode record single track write
120,cdrkit,库,工具,able allow application audio binary block boot capable command contain create data device different digital directory drive error file form format fully generate host image include install library line medium message multi need package program provide read record save size sound suitable support tree utility work write
121,celt051,库,库,audio communication design file format high low mean normal package particular quality require special symbol traditional version
122,ceph,服务,工具,access allow application block client cluster develop device distribute file interface library like manage multiple object shared simple storage store
123,certmonger,工具,服务,certificate client monitor primarily service
124,chan,工具,库,available buffer implementation pure
125,check,工具,工具,address check code define developer editor error feature framework interface output separate simple source space test unit
126,checkpolicy,工具,工具,access base based building compiler component contain control design develop feature functionality general improve include kernel kind level linux multi number operating originally package policy provide require security selinux support type utility
127,cheese,工具,其它,application contain display gnome graphical interface library need package video want widget
128,chkconfig,工具,服务,basic command configure current directly edit information instead interface line link maintain manipulate page provide query service simple specify start tool update utility various
129,chrome-gnome-shell,工具,其它,browser capable extension gnome google host http integration manage native org provide repository shell support
130,chrony,服务,服务,client computer implementation input manual network operate protocol provide reference server service time
131,chrpath,工具,服务,allow compile currently dynamic library load modify path program remove support
132,cifs-utils,工具,服务,able allow authentication automatically client contain file filesystem kernel linux login machine manage microsoft module need option package password protocol provide purpose session share standard support tool user utilities windows work
133,cim-schema,服务,服务,common consist define description environment http information integration management model network org provide specification www
134,cjose,库,工具,
135,clang,其它,工具,
136,cldr-emoji-annotation,工具,其它,file language package provide
137,clevis,工具,服务,allow automatic automatically basic bind block boot building commonly data desktop device directly enable environment example framework gnome integration like package policy provide require root support
138,cloud-init,其它,其它,install instance need retrieve script special user various
139,clucene,工具,工具,alternative apache contain core date engine functionality high http java language module org popular port search similar specific speed text version
140,clufter,工具,服务,additional built capable cluster command common configuration contain conversion data extra file filter format framework generic include interface library line offer package plugin plugins primarily process python3 specific stack target tool variety
141,clutter,库,工具,application create example fast graphical interface library medium open rich software source type usage user
142,clutter-gst2,库,其它,create enable fast graphical integration interface library open rich software source user
143,clutter-gst3,库,其它,create enable fast graphical integration interface library open rich software source user
144,clutter-gtk,库,工具,allow application basic embed gtk inside library widget
145,cmake,工具,工具,base code common compiler complex configuration contain control cross data directory environment file generation independent macro make module native package platform possible process require simple software support template
146,cockpit,库,服务,authentication base browser card certificate client command component configuration configure console contain dbus enable instal interactive interface line linux network offer package report selinux server service session shell smart user
147,cockpit-appstream,库,服务,archive component create instal install integration interface load machine manage package read storage support update user virtual
148,cockpit-composer,库,其它,custom generate image integrate suitable
149,cockpit-session-recording,库,其它,allow component configuration generate module provide record session terminal view
150,codemodel,库,其它,code compiler file generate generator java library program project provide source
151,cogl,库,工具,able apis component design developer different easy extension good graphic hardware help implement implementation library like machine make mean need open option provide render single small software source specification state style utility write
152,color-filesystem,库,其它,color directory filesystem layout package provide store
153,colord,服务,服务,color context daemon device level library profile
154,colord-gtk,库,库,additional functionality gtk library provide require support
155,compat-libtiff3,库,工具,compatibility current file format image library manipulate package provide version
156,conntrack-tools,工具,服务,addition available cluster collect command connection contain currently daemon dump event high interact interface kernel line linux list maintain manipulate message monitor multiple package program search setup state table tools track userspace
157,container-exception-logger,工具,工具,able container design exception host input inside tool
158,containerd,服务,服务,available complete container daemon execution host image level linux low manage network open runtime standard storage test transfer windows
159,convmv,工具,工具,contain convert encoding package tool
160,copy-jdk-configs,工具,工具,archive configuration create file script transfer update utility
161,coreutils,工具,工具,basic binary common commonly component core documentation include package script shell single tool translation utility utils
162,corosync,库,服务,cluster contain engine libraries library package
163,corosync-qdevice,服务,服务,certificate cluster contain create daemon engine network package script
164,cpio,工具,服务,access archive automatically binary byte collection compatible contain copy create default different disk extract file following format information install kind machine manage need order posix program read support
165,cppcheck,工具,库,analysis code compiler detect error goal primarily real static syntax tool type unlike
166,cppunit,工具,库,automatic base framework output port test unit
167,cracklib,库,工具,certain check contain creation determine dictionary easy entry exist function generate include instal install library match necessary need oriented package particular password pattern perform program purpose replacement secure security share standard test user utility want word
168,crash,工具,库,analysis core create dump kernel linux offer package suite tool utility
169,crash-gcore-command,工具,工具,command core create dump extension file kernel module space task user utility
170,crash-ptdump-command,工具,库,buffer decode extension facility generate intel module processor retrieve trace utility
171,crash-trace-command,工具,库,command data extension module read trace utility
172,crda,服务,服务,daemon database kernel network order package provide rule stack
173,createrepo_c,工具,工具,application binding common directory easy generate implementation libraries library maintain manipulation metadata package python repository utility
174,cronie,服务,服务,ability allow arbitrary configuration contain daemon default execute execution extra feature good like multiple original power program regular related resource security selinux setting share simple specify standard style time tool unix utility
175,crontabs,工具,工具,basic check command contains daemon directory execute execution file function handle instal install need package particular program root
176,crypto-policies,工具,工具,base built configuration custom define definition enable file library mode package policy provide setup simple switch tool update various wide
177,cryptsetup,工具,服务,contain disk kernel library module package share utility
178,cscope,工具,服务,allow base code file function general large list macro match perform plain return search select source text tool tree user variable
179,ctags,工具,工具,code contain cross definition easy editor file form function generate header improve include index information inside install language list macro make method object output print programming reference select source style support text tool type utility value variable various
180,culmus-fonts,其它,其它,common consist contain display file font fonts package project
181,cups,服务,服务,application command develop interface layer library libs line need operate package portable provide solution standard unix user
182,cups-filters,库,工具,addition additional contain contains core develop distribution especially filter library maintain package provide software
183,cups-pk-helper,库,其它,application available configuration control helper interface make printer
184,curl,工具,工具,authentication base basic build certificate client come command data dependency easy feature file form free http instal installation library line minimal package password proxy remote replacement require run server small support syntax time tool transfer useful user utility
185,cyrus-imapd,库,服务,access allow base compatible connection contain contains control convert database design environment file filesystem high implementation instal internet large list mail message multiple node open package performance program protocol provide read server small software specification storage store support technology tool user utilities utility utils version wide write
186,cyrus-sasl,库,库,access application authentication based commonly connection contain contains directory implementation layer library login method need package plain plugin plugins protocol security server share shared simple store support
187,dav1d,库,工具,cross file library open platform source speed
188,dbus,其它,服务,access application bus common configuration contain dbus facility file implementation interact libraries library login message package provide reference send service session setup tools user utilities utility wide
189,dbus-c++,库,服务,attempt binding bus contain dbus glib integration library native package provide
190,dbus-glib,库,库,abstraction binding bus glib integrate library main standard thread
191,dbus-python,库,服务,binding bus python3
192,dbusmenu-qt,其它,其它,application dbus export implementation import library make menu possible protocol provide
193,dbxtool,工具,服务,boot contain package secure update
194,dconf,工具,服务,backend configuration glib level low main provide purpose
195,dconf-editor,工具,工具,configuration database edit editor graphical tool
196,dcraw,工具,工具,command contain data decode digital image line package tool
197,dde,其它,其它,deepin desktop environment
198,dde-account-faces,其它,其它,deepin linux
199,dde-api,库,其它,daemon
200,dde-calendar,其它,其它,smart thing
201,dde-clipboard,其它,其它,good include integration multiple platform plugins provide theme
202,dde-control-center,其它,其它,control deepin linux
203,dde-daemon,其它,其它,daemon handle session setting
204,dde-device-formatter,其它,服务,block create device file graphical interface simple
205,dde-dock,其它,其它,deepin desktop environment module plugin
206,dde-file-manager,其它,其它,deepin desktop environment file library manager module plugin
207,dde-kwin,其它,其它,configuration deepin desktop environment package provide
208,dde-launcher,其它,其它,desktop environment module
209,dde-network-utils,其它,其它,deepin desktop environment network utils
210,dde-polkit-agent,其它,其它,agent deepin desktop environment
211,dde-printer,其它,其它,manage manager printer tool
212,dde-qt-dbus-factory,其它,其它,code dbus repository store
213,dde-qt5integration,其它,其它,good include integration multiple platform plugins provide theme
214,dde-qt5platform-plugins,其它,库,platform plugins
215,dde-server-industry-config,其它,其它,configuration desktop file server special version
216,dde-session-shell,其它,其它,deepin desktop environment module session shell
217,dde-session-ui,其它,其它,deepin desktop display end environment include interface login module power project screen service session sub switch tool user
218,deepin-anything,其它,其它,like
219,deepin-authenticate,其它,其它,authentication design interface method order
220,deepin-boot-maker,其它,其它,drive file image medium simple tool write
221,deepin-calculator,其它,其它,easy user
222,deepin-compressor,其它,其它,application archive create extract fast lightweight
223,deepin-default-settings,其它,其它,deepin default environment file include package page setting
224,deepin-desktop-base,其它,其它,base deepin desktop file server
225,deepin-desktop-schemas,其它,其它,collection component contain deepin desktop setting share various wide
226,deepin-devicemanager,其它,服务,device hardware information manage manager tool view
227,deepin-diskmanager,其它,工具,disk management tool utility
228,deepin-editor,其它,其它,deepin editor linux simple
229,deepin-fcitxconfigtool-plugin,其它,库,core currently desktop easily extension framework input like linux method native provide support unix
230,deepin-font-manager,其它,其它,deepin file font function install manager user
231,deepin-gettext-tools,其它,其它,accord convert deepin desktop file function generate handle policy tool tools translation update wrapper
232,deepin-gtk-theme,其它,其它,deepin theme
233,deepin-icon-theme,其它,其它,deepin desktop environment
234,deepin-image-viewer,其它,其它,deepin image
235,deepin-log-viewer,其它,工具,tool useful view
236,deepin-manual,其它,服务,application description design function help manual operating provide specific user
237,deepin-menu,其它,其它,build deepin menu service
238,deepin-picker,其它,其它,color deepin tool
239,deepin-pw-check,其它,服务,authentication check configuration design interface manager method order password
240,deepin-reader,其它,其它,reader simple support
241,deepin-screen-recorder,其它,其它,deepin screen
242,deepin-shortcut-viewer,其它,其它,data deepin display json pass program window
243,deepin-sound-theme,其它,其它,binding contain deepin generate gobject package sound static theme
244,deepin-system-monitor,其它,其它,friendly monitor user
245,deepin-terminal,其它,工具,application built console deepin default library share terminal unicode widget
246,deepin-turbo,其它,其它,deepin project
247,deepin-wallpapers,其它,其它,deepin provide
248,dejagnu,工具,服务,allow base development easy format framework host integrate make output portable program purpose software target test write
249,dejavu-fonts,其它,其它,base character common consist development file font maintain open original package process provide purpose range release serif style variable version
250,desktop-file-utils,工具,其它,application check contain desktop directory file gnome http install manipulate menu org package process specification standard utilities www
251,devhelp,工具,工具,application browser contain desktop documentation embed generate gnome gtk library package work
252,device-mapper-multipath,工具,其它,contain creation device kernel library libs manage manager module package path provide share shared thing tool tools update
253,device-mapper-persistent-data,库,服务,cache check contains data device dump include manage metadata target tool tools
254,dhcp,服务,服务,address agent allow client common configuration contain daemon device dynamic easy file host information large library make network package protocol provide provides purpose script server share shared
255,dialog,库,工具,allow contain create following implement input install interface like menu message mode script shell text utility
256,diffstat,工具,服务,base change command commonly complex display file install large line need output program provide read utility
257,diffutils,工具,工具,change character collection command common contain file include independent install line make need number original produce text utility
258,ding-libs,库,库,access array basic collect collection data dynamic dynamically easy file filesystem format function hash library manipulate object parser path process property reference storage structure table time type utilities utility
259,disomaster,工具,其它,class library manipulate package provide wrapper
260,djvulibre,工具,工具,browser client content digital display distribute document file format free high image implementation include library look package platform plugin render replace resolution resource screen separate simple software sub utility
261,dleyna-connector-dbus,服务,服务,bus service
262,dleyna-core,库,库,abstraction apis device error function high level library management provide setting task utilities utility
263,dleyna-renderer,服务,服务,bus client digital interact manipulate service
264,dleyna-server,服务,服务,bus client digital interact manipulate service
265,dlm,库,服务,application contain library need package
266,dmidecode,工具,服务,accord data depend hardware include information level list memory model module number port report socket standard tool usage version
267,dnf,工具,服务,allow common configuration data environment file group interface manage manager module package python support unit user utility
268,dnf-plugins-core,工具,工具,allow command compatibility complete core debug define file implementation install interface layer manager package plugin plugins provide python shell update utils version
269,dnssec-trigger,工具,服务,able base case change configuration create current daemon dynamic input local need network package perform provide result script server state test tool user window
270,docbook-dtds,库,工具,compliant contain definition develop document documentation manual package page syntax text type version
271,docbook-style-dsssl,库,工具,allow convert document example format html modular print
272,docbook-style-xsl,库,工具,allow document format html
273,docbook-utils,工具,工具,contain conversion document easy example file format html manage package script shell
274,docbook2X,工具,工具,convert document page
275,docker,其它,服务,application backend binary block build building client compute container daemon database depend engine framework hardware instance language large lightweight make mean open particular platform provider related require service source stack utility
276,dos2unix,工具,服务,convert file format line text unix
277,dosfstools,工具,服务,check drive filesystems include linux make package utilities utility
278,dotconf,库,服务,configuration file handle libraries library parse
279,dotnet,服务,服务,application build collection command console contain core create cross development fast framework high host include library lightweight line linux machine modular need performance platform resolve right runtime select services software version virtual windows work
280,dotnet3.0,服务,服务,allow application build collection command compile console contain core create cross developer development fast framework high host include library lightweight line linux machine microsoft modular need package performance platform provide resolve right runtime select services software target template version virtual windows work
281,dotnet3.1,服务,服务,allow application build collection command compile console contain core create cross developer development fast framework high host include library lightweight line linux machine microsoft modular need package performance platform provide resolve right runtime select services software target template version virtual windows work
282,dotnet5.0,服务,服务,allow application build collection command compile console contain core create cross developer development fast framework high host include library lightweight line linux machine microsoft modular need package performance platform provide resolve right runtime select services software target template version virtual windows work
283,dotnet6.0,服务,服务,allow application build collection command compile compiler console contain core create cross developer development drive fast framework high host include library lightweight line linux machine microsoft modular need package performance platform program provide resolve right runtime select services software standalone target template tool version virtual windows work
284,dovecot,库,工具,authentication contain driver format like linux mail package plug primarily provide secure security server small support unix write
285,doxygen,工具,工具,browser class code configuration configure create directly document documentation edit extract file generate html manual output produce reference source structure support
286,dpa-ext-gnomekeyring,工具,其它,agent automatically extension gnome thing
287,dpdk,库,服务,data development driver environment fast library packet processing space tools user
288,dracut,工具,服务,based build capability configuration contain create default drive drop event file generate generation generator generic host image implementation kernel like linux local memory module need network package possible provide purpose reduce require result root runtime size small specific store support tool unlike usage various
289,drpm,库,工具,compatible library make original package provide reading
290,dtkcore,工具,其它,core deepin module tool
291,dtkgui,工具,其它,deepin look module
292,dtkwidget,工具,其它,deepin desktop development graphical interface module tool user widget
293,dump,工具,服务,command contain copy directory disk dump file filesystem filesystems function install layer medium need package perform single specify storage
294,dvd+rw-tools,工具,其它,collection http information linux medium tool
295,dwz,工具,服务,attempt contain create debug equivalent executables import information library need optimize package possible program reduce replace representation share size small standard tool unit
296,dyninst,工具,工具,application change code creation debugging exist generation goal include independent interface machine monitoring package performance program provide remove run subroutine support time tool useful variety
297,e2fsprogs,工具,服务,access attempt case check command common compile contain contains core correct create description directly error extend file generate handling include install interface library libs line manage mechanism modify need number originally package parameter parse parser performance present share simple space specific structure table test tool user utilities utility
298,ed,工具,工具,create display editor example file general install line modify need normal oriented original program purpose replace screen script shell text unix usage
299,edk2,库,工具,contain enable machine open package project sample support virtual
300,efi-rpm-macros,库,服务,basic contain directory filesystem layout machine package tool
301,efibootmgr,工具,工具,additional allow boot com developer display edit extensible http information intel interface manager org technology user variable
302,efivar,服务,服务,allow command facility interface library line manage manipulation provide simple tools variable
303,egl-wayland,库,库,library platform
304,elfutils,工具,服务,access address allow archive base binary build check client collection command communication compress contain contains control data debug default depend devel dynamically enable file function generate handle handling high http implement include level libraries library libs like line list load look machine object package party process profile program provide query read reading remote search section server service setting share size specific stack structure symbol trace utility write
305,elinks,工具,工具,based browser display graphical html image mode page speed start support table text
306,emacs,工具,工具,directory filesystem functionality layout package provide require
307,enchant,库,工具,check library wrap
