name,label,predict,summary,description
rpm-plugin-ima,库,工具,Rpm plugin ima file signatures ,Rpm plugin ima file signatures 
java-17-openjdk-demo-slowdebug,库,工具, OpenJDK 17 Demos unoptimised with full debugging on," The OpenJDK 17 demos.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
perl-ExtUtils-Command,库,工具, Perl routines to replace common UNIX commands in Makefiles," This Perl module is used to replace common UNIX commands. In all cases the
functions work with @ARGV rather than taking arguments. This makes them
easier to deal with in Makefiles."
at-spi2-core,库,工具, Protocol definitions and daemon for D-Bus at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This version of at-spi is a major break from previous versions.
It has been completely rewritten to use D-Bus rather than
ORBIT / CORBA for its transport protocol."
vulkan-headers,库,服务, Vulkan Header files and API registry, Vulkan Header files and API registry
libisoburn,库,工具, Library to enable creation and expansion of ISO-9660 filesystems," Libisoburn is a front-end for libraries libburn and libisofs which
enables creation and expansion of ISO-9660 filesystems on all CD/
DVD/BD media supported by libburn. This includes media like DVD+RW,
which do not support multi-session management on media level and
even plain disk files or block devices. Price for that is thorough
specialization on data files in ISO-9660 filesystem images. And so
libisoburn is not suitable for audio (CD-DA) or any other CD layout
which does not entirely consist of ISO-9660 sessions."
libXNVCtrl,库,工具, Library providing the NV-CONTROL API," This packages contains the libXNVCtrl library from the nvidia-settings
application. This library provides the NV-CONTROL API for communicating with
the proprietary NVidia xorg driver. This package does not contain the
nvidia-settings tool itself as that is included with the proprietary drivers
themselves."
mod_auth_openidc,库,服务, OpenID Connect auth module for Apache HTTP Server," This module enables an Apache 2.x web server to operate as
an OpenID Connect Relying Party and/or OAuth 2.0 Resource Server."
python3-dnf-plugin-versionlock,库,工具,Version Lock Plugin for DNF ,"Version lock plugin takes a set of name/versions for packages and excludes all other
versions of those packages. This allows you to e.g. protect packages from being
updated by newer versions. "
sonatype-plugins-parent,库,服务, Sonatype Plugins Parent POM," This package provides Sonatype plugins parent POM used by other Sonatype
packages."
dhcp-libs,库,服务, Shared libraries used by ISC dhcp client and server, This package contains shared libraries used by ISC dhcp client and server
libreport-plugin-ureport,库,服务, libreport's micro report plugin, Uploads micro-report to abrt server
python3-numpy,库,工具, A fast multidimensional array facility for Python," NumPy is a general-purpose array-processing package designed to
efficiently manipulate large multi-dimensional arrays of arbitrary
records without sacrificing too much speed for small multi-dimensional
arrays.  NumPy is built on the Numeric code base and adds features
introduced by numarray as well as an extended C-API and the ability to
create arrays of arbitrary type.

There are also basic facilities for discrete fourier transform,
basic linear algebra and random number generation. Also included in
this package is a version of f2py that works properly with NumPy."
perl-macros,库,工具, Macros for rpmbuild, RPM macros that are handy when building binary RPM packages.
libtheora,库,服务, Theora Video Compression Codec," Theora is Xiph.Org's first publicly released video codec, intended
for use within the Ogg's project's Ogg multimedia streaming system.
Theora is derived directly from On2's VP3 codec; Currently the two are
nearly identical, varying only in encapsulating decoder tables in the
bitstream headers, but Theora will make use of this extra freedom
in the future to improve over what is possible with VP3."
python2-pyyaml,库,工具, YAML parser and emitter for Python," YAML is a data serialization format designed for human readability and
interaction with scripting languages.  PyYAML is a YAML parser and
emitter for Python.

PyYAML features a complete YAML 1.1 parser, Unicode support, pickle
support, capable extension API, and sensible error messages.  PyYAML
supports standard YAML tags and provides Python-specific tags that
allow to represent an arbitrary Python object.

PyYAML is applicable for a broad range of tasks from complex
configuration files to object serialization and persistance."
ocaml-srpm-macros,库,工具, OCaml architecture macros," This package contains macros needed by RPM in order to build
SRPMS.  It does not pull in any other OCaml dependencies."
perl-Test-Harness,库,工具, Run Perl standard test scripts with statistics," This package allows tests to be run and results automatically aggregated and
output to STDOUT.

Although, for historical reasons, the Test-Harness distribution takes its name
from this module it now exists only to provide TAP::Harness with an interface
that is somewhat backwards compatible with Test::Harness 2.xx. If you're
writing new code consider using TAP::Harness directly instead."
memkind,库,工具, User Extensible Heap Manager," The memkind library is an user extensible heap manager built on top of
jemalloc which enables control of memory characteristics and a
partitioning of the heap between kinds of memory.  The kinds of memory
are defined by operating system memory policies that have been applied
to virtual address ranges. Memory characteristics supported by
memkind without user extension include control of NUMA and page size
features. The jemalloc non-standard interface has been extended to
enable specialized arenas to make requests for virtual memory from the
operating system through the memkind partition interface. Through the
other memkind interfaces the user can control and extend memory
partition features and allocate memory while selecting enabled
features. This software is being made available for early evaluation.
Feedback on design or implementation is greatly appreciated."
tcl,库,工具," Tool Command Language, pronounced tickle"," The Tcl (Tool Command Language) provides a powerful platform for
creating integration applications that tie together diverse
applications, protocols, devices, and frameworks. When paired with the
Tk toolkit, Tcl provides a fastest and powerful way to create
cross-platform GUI applications.  Tcl can also be used for a variety
of web-related tasks and for creating powerful command languages for
applications."
mvapich2,库,服务, OSU MVAPICH2 MPI package," MVAPICH2 is a Message Passing Interface (MPI 3.0) implementation based on MPICH
and developed by Ohio State University."
lucene-queries,库,服务, Lucene Queries Module, Lucene Queries Module.
perl-FindBin,库,工具, Locate a directory of an original Perl script," Locates the full path to the script bin directory to allow the use of paths
relative to the bin directory."
perl-Net-SMTP-SSL,库,服务, SSL support for Net::SMTP," Implements the same API as Net::SMTP, but uses IO::Socket::SSL for its
network operations."
python3-pluggy,库,服务, The plugin manager stripped of pytest specific details., The plugin manager stripped of pytest specific details.
lucene-analysis,库,服务, Lucene Common Analyzers, Lucene Common Analyzers.
python3-slip-dbus,库,服务, Convenience functions for dbus services in Python 3.x," The Simple Library for Python 3.x packages contain miscellaneous code for
convenience, extension and workaround purposes.

This package provides slip.dbus.service.Object, which is a dbus.service.Object
derivative that ends itself after a certain time without being used and/or if
there are no clients anymore on the message bus, as well as convenience
functions and decorators for integrating a dbus service with PolicyKit."
dotnet-apphost-pack-5.0,库,服务, Targeting Pack for Microsoft.NETCore.App 5.0," This package provides a targeting pack for Microsoft.NETCore.App 5.0
that allows developers to compile against and target Microsoft.NETCore.App 5.0
applications using the .NET SDK."
brlapi,库,工具, Application Programming Interface for BRLTTY," This package provides the run-time support for the Application
Programming Interface to BRLTTY.

Install this package if you have an application which directly accesses
a refreshable braille display."
mpitests-mpich,库,工具, MPI tests package compiled against mpich, MPI test suite compiled against the mpich package
cheese-libs,库,工具, Webcam display and capture widgets," This package contains libraries needed for applications that
want to display a webcam in their interface."
gpac,库,工具, MPEG-4 multimedia framework," GPAC is a multimedia framework based on the MPEG-4 Systems standard developed
from scratch in ANSI C.  The original development goal is to provide a clean,
small and flexible alternative to the MPEG-4 Systems reference software.

GPAC features the integration of recent multimedia standards (SVG/SMIL, VRML,
X3D, SWF, 3GPP(2) tools and more) into a single framework. GPAC also features
MPEG-4 Systems encoders/multiplexers, publishing tools for content distribution
for MP4 and 3GPP(2) files and many tools for scene descriptions
(MPEG4 <-> VRML <-> X3D converters, SWF -> MPEG-4, etc)."
ant-javamail,库,服务, Optional javamail tasks for ant, Optional javamail tasks for ant.
HdrHistogram,库,工具, A High Dynamic Range (HDR) Histogram," HdrHistogram supports the recording and analyzing sampled data value
counts across a configurable integer value range with configurable value
precision within the range. Value precision is expressed as the number of
significant digits in the value recording, and provides control over value
quantization behavior across the value range and the subsequent value
resolution at any given level."
corosynclib,库,工具, The Corosync Cluster Engine Libraries, This package contains corosync libraries.
perl-MIME-Base64,库,工具,Encoding and decoding of Base64 and quoted-printable strings ,"This package contains a Base64 encoder/decoder and a quoted-printable
encoder/decoder. These encoding methods are specified in RFC 2045 - MIME
(Multipurpose Internet Mail Extensions). "
ant-apache-log4j,库,服务, Optional apache log4j tasks for ant, Optional apache log4j tasks for ant.
ncurses-term,库,其它,Terminal descriptions ,"This package contains additional terminal descriptions not found in
the ncurses-base package. "
rootfiles,库,工具,The basic required files for the root user's directory ,"The rootfiles package contains basic required files that are placed
in the root user's account.  These files are basically the same
as those in /etc/skel, which are placed in regular
users' home directories. "
fusesource-pom,库,服务, Parent POM for FuseSource Maven projects, This is a shared POM parent for FuseSource Maven projects
ivy-local,库,服务, Local mode for Apache Ivy," This package implements local mode for Apache Ivy, which allows
artifact resolution using XMvn resolver."
libtirpc,库,工具,Transport Independent RPC Library ,"This package contains SunLib's implementation of transport-independent
RPC (TI-RPC) documentation.  This library forms a piece of the base of
Open Network Computing (ONC), and is derived directly from the
Solaris 2.3 source.

TI-RPC is an enhanced version of TS-RPC that requires the UNIX System V
Transport Layer Interface (TLI) or an equivalent X/Open Transport Interface
(XTI).  TI-RPC is on-the-wire compatible with the TS-RPC, which is supported
by almost 70 vendors on all major operating systems.  TS-RPC source code
(RPCSRC 4.0) remains available from several internet sites. "
java-1.8.0-alibaba-dragonwell-javadoc-zip,库,服务, Alibaba Dragonwell 1.8.0 javadoc zip, Alibaba Dragonwell 1.8.0 javadoc zip
python3-pyatspi,库,工具, Python3 bindings for at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This package includes a python3 client library for at-spi."
389-ds-base-libs,库,工具, Core libraries for 389 Directory Server," Core libraries for the 389 Directory Server base package.  These libraries
are used by the main package and the -devel package.  This allows the -devel
package to be installed with just the -libs package and without the main package."
hyphen-or,库,工具, Odia hyphenation rules, Odia hyphenation rules.
python3-setuptools,库,工具,Easily build and distribute Python 3 packages ,"Setuptools is a collection of enhancements to the Python distutils that allow
you to more easily build and distribute Python packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py. "
jetty-servlet,库,工具, servlet module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains servlet module for Jetty."
python3-PyMySQL,库,服务, Pure-Python MySQL client library," This package contains a pure-Python MySQL client library. The goal of PyMySQL is
to be a drop-in replacement for MySQLdb and work on CPython, PyPy, IronPython
and Jython."
pmdk-convert,库,工具, Conversion tool for PMDK pools," pmdk-convert is a tool for conversion of PMDK pools from any version
to any consecutive version. Currently only libpmemobj pools require
conversion and this tool supports only those kind of pools."
publicsuffix-list-dafsa,库,工具, Cross-vendor public domain suffix database in DAFSA form," The Public Suffix List is a cross-vendor initiative to provide
an accurate list of domain name suffixes, maintained by the hard work
of Mozilla volunteers and by submissions from registries.
Software using the Public Suffix List will be able to determine where
cookies may and may not be set, protecting the user from being
tracked across sites.

This package includes a DAFSA representation of the Public Suffix List
for runtime loading."
mingw32-openssl,库,工具, MinGW port of the OpenSSL toolkit," The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools."
libreoffice-x11,库,服务, LibreOffice generic X11 support plug-in, A plug-in for LibreOffice that enables generic X11 support.
perl-libxml-perl,库,工具, A collection of Perl modules for working with XML," libxml-perl is a collection of smaller Perl modules, scripts, and
documents for working with XML in Perl.  libxml-perl software works in
combination with XML::Parser, PerlSAX, XML::DOM, XML::Grove and
others."
qt5-srpm-macros,库,工具, RPM macros for source Qt5 packages, RPM macros for source Qt5 packages.
libreport-plugin-bugzilla,库,服务, libreport's bugzilla plugin, Plugin to report bugs into the bugzilla.
objectweb-asm,库,服务, Java bytecode manipulation and analysis framework," ASM is an all purpose Java bytecode manipulation and analysis
framework.  It can be used to modify existing classes or dynamically
generate classes, directly in binary form.  Provided common
transformations and analysis algorithms allow to easily assemble
custom complex transformations and code analysis tools."
python38-PyMySQL,库,服务, Pure-Python MySQL client library," This package contains a pure-Python MySQL client library. The goal of PyMySQL is
to be a drop-in replacement for MySQLdb and work on CPython, PyPy, IronPython
and Jython."
spice-gtk,库,服务, A GTK+ widget for SPICE clients, Client libraries for SPICE desktop servers.
ffmpeg,库,服务, Digital VCR and streaming server," FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash."
perl-NKF,库,服务, Perl extension for Network Kanji Filter," This is a Perl Extension version of nkf (Network Kanji Filter).
It converts the last argument and return converted result.
Conversion details are specified by flags before the last argument."
liblangtag-data,库,工具, liblangtag data files, The liblangtag-data package contains data files for liblangtag.
mod_lookup_identity,库,服务, Apache module to retrieve additional information about the authenticated user," mod_lookup_identity can retrieve additional pieces of information
about user authenticated in Apache httpd server and store these values
in notes/environment variables to be consumed by web applications.
Use of REMOTE_USER_* environment variables is recommended."
edk2-ovmf,库,服务, UEFI firmware for x86_64 virtual machines," OVMF (Open Virtual Machine Firmware) is a project to enable UEFI support for
Virtual Machines. This package contains a sample 64-bit UEFI firmware for QEMU
and KVM."
jsr-305,库,工具, Correctness annotations for Java code," This package contains reference implementations, test cases, and other
documents for Java Specification Request 305: Annotations for Software Defect
Detection."
fontconfig,库,工具,Font configuration and customization library ,"Fontconfig is designed to locate fonts within the
system and select them according to requirements specified by
applications. "
bsf,库,工具, Bean Scripting Framework," Bean Scripting Framework (BSF) is a set of Java classes which provides
scripting language support within Java applications, and access to Java
objects and methods from scripting languages. BSF allows one to write
JSPs in languages other than Java while providing access to the Java
class library. In addition, BSF permits any Java application to be
implemented in part (or dynamically extended) by a language that is
embedded within it. This is achieved by providing an API that permits
calling scripting language engines from within Java, as well as an
object registry that exposes Java objects to these scripting language
engines.

BSF supports several scripting languages currently:
* Javascript (using Rhino ECMAScript, from the Mozilla project)
* Python (using either Jython or JPython)
* Tcl (using Jacl)
* NetRexx (an extension of the IBM REXX scripting language in Java)
* XSLT Stylesheets (as a component of Apache XML project's Xalan and
Xerces)

In addition, the following languages are supported with their own BSF
engines:
* Java (using BeanShell, from the BeanShell project)
* JRuby
* JudoScript"
plexus-sec-dispatcher,库,服务, Plexus Security Dispatcher Component, Plexus Security Dispatcher Component
perl-String-ShellQuote,库,工具, Perl module for quoting strings for passing through the shell," This package contains a Perl module and a command line utility which
are useful for quoting strings which are going to pass through the
shell or a shell-like object."
ant-commons-logging,库,服务, Optional commons logging tasks for ant, Optional commons logging tasks for ant.
python2-sqlalchemy,库,工具, Modular and flexible ORM library for python," SQLAlchemy is an Object Relational Mappper (ORM) that provides a flexible,
high-level interface to SQL databases.  Database and domain concepts are
decoupled, allowing both sides maximum flexibility and power. SQLAlchemy
provides a powerful mapping layer that can work as automatically or as manually
as you choose, determining relationships based on foreign keys or letting you
define the join conditions explicitly, to bridge the gap between database and
domain.

This package includes the python 2 version of the module."
python2-pygments,库,工具, Syntax highlighting engine written in Python," Pygments is a generic syntax highlighter for general use in all kinds
of software such as forum systems, wikis or other applications that
need to prettify source code. Highlights are:

  * a wide range of common languages and markup formats is supported
  * special attention is paid to details that increase highlighting
    quality
  * support for new languages and formats are added easily; most
    languages use a simple regex-based lexing mechanism
  * a number of output formats is available, among them HTML, RTF,
    LaTeX and ANSI sequences
  * it is usable as a command-line tool and as a library
  * ... and it highlights even Brainf*ck!"
samba-test-libs,库,服务,Libraries need by the testing tools for Samba servers and clients ,samba-test-libs provides libraries required by the testing tools. 
libldb,库,服务," A schema-less, ldap like, API and database"," An extensible library that implements an LDAP like API to access remote LDAP
servers, or use local tdb databases."
ldb-tools,库,服务,Tools to manage LDB files ,Tools to manage LDB files 
golang-github-lofanmi-pinyin,库,工具, lofanmi-pinyin, go-pinyin
libreoffice-wiki-publisher,库,服务, Create Wiki articles on MediaWiki servers with LibreOffice," The Wiki Publisher enables you to create Wiki articles on MediaWiki servers
without having to know the syntax of the MediaWiki markup language. Publish
your new and existing documents transparently with writer to a wiki page."
hyphen-cy,库,工具, Welsh hyphenation rules, Welsh hyphenation rules.
dotnet-host,库,工具, .NET command line launcher," The .NET host is a command line program that runs a standalone
.NET application or launches the SDK.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
hyphen-zu,库,工具, Zulu hyphenation rules, Zulu hyphenation rules.
dotnet-apphost-pack-3.0,库,服务, Targeting Pack for Microsoft.NETCore.App 3.0," This package provides a targetting pack for Microsoft.NETCore.App 3.0
that allows developers to compile against and target Microsoft.NETCore.App 3.0
applications using the .NET Core SDK."
libreofficekit,库,服务, A library providing access to LibreOffice functionality," LibreOfficeKit can be used to access LibreOffice functionality
through C/C++, without any need to use UNO.

For now it only offers document conversion (in addition to an
experimental tiled rendering API)."
