idx,name,y_true,y_predict,feature
58,arpwatch,应用,核心,address automatically build certain change contain database device email ethernet install ip monitor monitoring nannan need network package pair report tool track traffic utility
59,asciidoc,应用,系统,base book command docbook document file format generation html markup nannan page short text translate unix write
60,aspell,应用,系统,checker come design dictionary english enhancement eventually feature good handle include independent language library main memory microsoft nannan open possible process replace shared spell technical word
62,at,系统,核心,allows batch command control drop execute file input install instead level load nannan need note oriented package particular read shell specify standard time tools user utility
66,atkmm,系统,应用,callback class combine complex comprehensive create extensible freely highlights include inheritance interface library nannan provide quickly user widget
70,augeas,应用,系统,change comment configuration control definition edit expose file format hard libraries library make parse preserve public read structure transformation tree work write
71,authselect,系统,核心,administrator approach authentication build case command common configuration configure design different feature file identity instead library line package potential potentially profile replacement ship solve source stack support test time tool use utility
72,autoconf,应用,系统,allow autoconf automatically build code configurable configuration configure create develop end generated generation instal install like makefiles nannan need note option package portable programmer require script shell software source specify tool user using various
73,autoconf-archive,系统,应用,archive autoconf cause collection contribute free friendly internet macro nannan software
74,autofs,应用,核心,automatically cd daemon filesystems floppy include later mount nannan network tool
76,automake,应用,系统,ability automatically coding compliant create develop file generate install like makefile makefiles nannan software standard standards tool
78,avahi,应用,核心,able address application automatic avahi binding central computer configuration contain convenient daemon dhcp discovery dynamic easy facilitate file glib gobject ietf implement intend ipv4 kind libraries library libs link local macos mean need network package people plug primarily print printer program protocol python3 range run server service share technology time view wrapper
80,babel,应用,系统,access application build catalog common compose data date display formatting gettext interface internationalize library locale major message nannan number provide python repository tool various work
81,babeltrace,应用,系统,allow common conversion converter create format library nannan plugin project provide read trace write
83,bacula,应用,系统,allow alternative architecture backup base basic catalog client command common computer console contain daemon data device different drive file library line manage management network package preferred program receive recovery script select server storage tape verification write
84,baobab,应用,系统,able analyzer auto branch change device directory filesystem graphical home include make nannan order real representation scan size specific time tree user
89,bcc,应用,系统,analysis berkeley binding collection command compiler control create easy ebpf efficient example extend feature include instrumentation kernel know line linux llvm make manipulation network packet performance program python python3 suit task tool toolkit trace traffic useful wrapper write
90,bind,系统,核心,application berkeley bind build contain dhcp domain export implementation internet library libs nannan package version
93,biosdevname,系统,应用,argument bios device directly form helper kernel label names nannan necessary return simple udev
94,bison,应用,系统,able available binary calculator change compatible complex contain context convert correctly depend description develop development ensure file free general generate generated generator grammar information install internationalization know lalr language manual nannan need package packages parse parser program programming purpose range runtime section simple support wide work write yacc
97,bluez,系统,核心,adapter application automatically bluetooth button configuration connect contact contain content daemon device example exchange file function include instal install keyboard libraries like make manual mobile mode mouse need note object package pair phone regular require rule script share ship start support switch udev utilities utility want work
99,bogofilter,应用,系统,algorithm analysis berkeley check code design directly email fast filter filtering good include indicate input list mail message mode nannan normal operation process production return site speed standard status text tune word
100,bolt,应用,核心,automatically bus command connect control daemon database device different enrollment introduce line list local manage manager mode nannan perform previously remove require security signal store task tool
101,boom-boot,系统,核心,boot bootloader compatible configuration entry file function integration library linux loader manage manager module package patch project provide python3 require script specification support systemd tool
102,boost,应用,系统,11 additional advanced allow application atomic base buffer callback class code command compiler comply component concept configurable configuration constraint container context coordinate copy core data date define developer diagnostics directory draft easy emphasis entry establish execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality functions future generic graph handling highly implement implementation include inclusion individual interface known language late library line little locale localization log logging long make manage manipulate math memory method micro multiple nannan obtain offer operate operation option order pair path persistence point portable portion preprocessor present program programming provide public query random range reference regular require run runtime schedule separate serialization signal single slot sort source specific standard standards stream style subroutine suitable support switch synchronize template thread threads time tool type unicode useful user userland utility value variable wide work
103,booth,应用,其它,cluster core distribute executables facilitate file locate location manage manager multi pacemaker resource site support
104,bpftrace,应用,核心,available backend berkeley bytecode capability compile dynamic ebpf enhance exist filter high inspire interact kernel language level linux llvm make nannan packet recent script systemtap trace tracer user
107,brltty,应用,系统,access application background bind binding complete console daemon directly display documentation dracut drive driver functionality install interface java linux mode module ng package process programming provide python run screen support text time unix
108,brotli,应用,核心,algorithm available best combination compress compression context currently data general generic lossless method modern nannan offer order purpose ratio similar speed variant
109,bubblewrap,应用,系统,bin binary container core engine execution kernel namespaces nannan tool user usr work
110,byteman,应用,系统,access agent allow application based bytecode code contain data different documentation execute extra fact include inject injection insert java javadoc load method need original package prepare private program remove simplify source start startup test tool trace want
111,byzanz,其它,应用,command desktop ease format image include line nannan optionally record recorder recording sound tool video
114,c2esp,应用,系统,cups driver filter nannan printer
115,ca-certificates,系统,应用,bundle certificate choose contain foundation internet mozilla nannan package root
116,cachefilesd,系统,核心,cache caching daemon directory disk file local manage management nannan network persistent space user
119,cdparanoia,应用,核心,ability application atomic audio compact contain data digital directly disc disk drive dynamic extra extraction feature file format frame good handle hardware include instead libraries library libs like linear loss need package pipe read reading repair sample stream tool utility variety write
120,cdrdao,应用,系统,allow area audio base cd complete content control description disc disk lead length mode nannan pre record recording rs single step textual track write
121,cdrkit,应用,系统,able allow application audio binary block boot capable cd command communicate contain copying correspond create creates data device different digital directory drive dvd error file form format fully generate host human image include install library line medium message mono multi need package player pre program provide rate read readable record recorder recording save scsi size sound split suitable support tree usually utility work write
123,ceph,其它,系统,access allow application block client cluster develop device distribute distributed file interface library like manage multiple object reliable shared simple storage store strip
124,certmonger,应用,系统,certificate client concern enrollment monitor nannan primarily service status
125,chan,应用,核心,available buffer channel implementation nannan pure
126,check,应用,系统,address assertion catch cause check code define developer editor error failure feature framework ides interface little nannan output separate signal simple source space test unit
127,checkpolicy,系统,核心,access architectural base based building compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level linux mandatory multi nannan number operating originally package policy provide require role security selinux support type utility
128,cheese,其它,应用,application apply capture contain display effect fancy gnome graphical interface library nannan need package picture video want widgets
131,chrony,应用,核心,client computer implementation input keyboard manual nannan network operate protocol provide reference server service time
134,cim-schema,应用,其它,actual common consist contact define description enterprise environment http information integration management model nannan network org overall provide schema specification www
135,cjose,应用,系统,nannannannan
136,clang,应用,核心,nannannannan
137,cldr-emoji-annotation,应用,其它,annotation file language nannan package provide
138,clevis,应用,系统,allow automate automated automatic automatically basic bind block boot building commonly data desktop device directly dracut early enable encrypt encryption environment example framework gnome integration like occur package policy provide require root sophisticated support systemd users volume
142,clutter,系统,核心,application center clutter create example fast graphical interface interfaces library medium nannan open potential rich software source type usage user visually
143,clutter-gst2,系统,应用,clutter create enable fast graphical gstreamer integration interface library nannan open rich software source user visually
144,clutter-gst3,系统,应用,clutter create enable fast graphical gstreamer integration interface library nannan open rich software source user visually
145,clutter-gtk,系统,应用,allow application basic clutter embed gtk inside library nannan stage widget
146,cmake,应用,系统,base code common compilation compiler complex configuration contain control cross data directories directory environment file files generates generation gui independent macro make makefiles module native package platform possible preprocessor process quite require simple software sophisticated support template workspace
147,cockpit,应用,核心,administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart troubleshoot user
148,cockpit-appstream,应用,其它,archive cockpit component create instal install integration interface load machine manage metric nannan package read storage support update user virt virtual
150,cockpit-session-recording,应用,其它,allow cockpit component configuration generate journal module nannan playback provide record recording session terminal view
152,cogl,应用,系统,able advantage apis backends component design developer different draw easy extension future good graphic hardware help implement implementation library like machine make mean nannan need nice open opengl option paper picture place position pretty provide render single small software source specification state step style think utility write
153,color-filesystem,应用,其它,color directory filesystem layout nannan package provide required store used
154,colord,应用,核心,color context daemon device level library profile
157,conntrack-tools,应用,核心,addition availability available cluster collect command connection contain currently daemon delete deploy dump establish event firewall gnu high highly inspect interact interface kernel line linux list maintain manipulate message monitor multiple nannan netfilter package program search selection setup state statistic subsystem synchronize table tools track userspace using
158,container-exception-logger,应用,其它,able container design exception host input inside logging nannan outside tool
159,containerd,应用,其它,available complete container daemon emphasis execution gopkg host image level lifecycle linux low manage network open portability reliable runtime simplicity standard storage test transfer windows
160,convmv,应用,系统,contain convert encoding filename nannan package tool utf
161,copy-jdk-configs,应用,其它,archive configuration create file nannan script transfer update utility
163,corosync,应用,核心,cluster contain corosync engine libraries library nannan package
164,corosync-qdevice,应用,其它,certificate cluster contain corosync create daemon engine init nannan network package script
166,cppcheck,应用,系统,analysis code compiler detect error goal nannan normally primarily real static syntax tool type unlike zero
173,crda,应用,核心,compliance comply daemon database kernel nannan network networking order package provide radio rule stack world
174,createrepo_c,应用,系统,application binding common creates directory easy generate implementation libraries library maintain manipulation metadata nannan package python repository utility
179,cscope,应用,核心,allow base browse code editing file function general individual large list macro match nannan perform plain return search select source text tool tree user variable
180,ctags,应用,系统,code construct contain cross definition easy editor emacs enumerate external file form function generate header human improve include index information inside install item language likely list locate macro make method nannan object output preprocessor print programming prototype readable reference select source style support text tool type union utility value variable various
182,cups,应用,核心,apple application berkeley command cups develop interface layer libraries library libs line nannan need operate package portable printing provide solution standard unix user vendor
183,cups-filters,应用,系统,addition additional apple backends contain contains core cups develop distribution especially filter independently introduce library longer maintain package pdf printing provide software
184,cups-pk-helper,应用,其它,application available config configuration control cups helper interface make nannan policykit printer
185,curl,系统,核心,authentication base basic build certificate client come command compare configured cooky data dependency digest easy feature file form free hand http imap instal installation kerberos ldap library limited line minimal ntlm package password pop3 post proxy remote replacement require run server small smtp support syntax telnet time tool transfer upload use useful user utility
186,cyrus-imapd,系统,其它,access administration administrative advantage allow base calendar compatible concurrent connection contact contain contains control convert database design differ efficiency email enterprise environment file filesystem hierarchy high imap implementation instal internal internet large list mail message multiple node normally open package performance permit pop3 private program protocol provide read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
189,dbus,其它,系统,access application bus common configuration contain dbus facility file implementation interact libraries library login message messaging package provide reference send service session setup tools user utilities utility wide
190,dbus-c++,系统,其它,attempt binding bus contain dbus glib integration library nannan native package provide subpackages
191,dbus-glib,系统,应用,abstraction binding bus glib integrate library loop main nannan standard thread
192,dbus-python,应用,其它,binding bus nannan python3
193,dbusmenu-qt,其它,应用,application dbus export implementation import library make menu nannan possible protocol provide
194,dbxtool,系统,核心,boot contain nannan package secure uefi update
195,dconf,系统,应用,backend configuration glib gsettings level low main nannan provide purpose
196,dconf-editor,应用,其它,configuration database edit editor graphical nannan tool
200,dde-api,其它,应用,daemon nannan
201,dde-calendar,其它,应用,calendar nannan schedule smart thing
205,dde-device-formatter,其它,应用,block create device file graphical interface nannan simple
213,dde-qt-dbus-factory,其它,应用,auto code dbus generated nannan repository store
215,dde-qt5platform-plugins,其它,应用,platform plugins
216,dde-server-industry-config,其它,应用,configuration desktop file nannan server special version
220,deepin-authenticate,其它,应用,adapt authentication design face fingerprint interface method nannan order used
240,deepin-pw-check,其它,应用,adapt authentication check configuration design face fingerprint interface manager method nannan order password used
241,deepin-reader,其它,应用,annotation bookmark nannan reader simple support
249,dejagnu,应用,核心,allow base development easy expect format framework host integrate make nannan output portable program programs purpose software target tcl test write
252,devhelp,应用,系统,application applications browser contain desktop doc documentation embed generate gnome gtk ides library nannan package work
253,device-mapper-multipath,应用,其它,checker contain creation device fail internal kernel library libs manage manager mapper module package partition path provide removal scan share shared thing tool tools update
255,dhcp,系统,核心,address administer agent allow client common configuration contain daemon device dhcp dynamic easy file host individual information large library make network overall package protocol provide provides purpose relay script server share shared
256,dialog,应用,系统,allow contain create dialog following implement info input install interface like menu message mode nannan script shell text utility
257,diffstat,应用,系统,base change command commonly compare complex diff display file insertion install large line modification nannan need output patch program provide read statistic summary utility
259,ding-libs,系统,应用,access achieve array basic collect collection config data dynamic dynamically easy file filesystem format function hash hierarchical library manipulate object optimal parser path process property reference resize serialization storage structure table time type utilities utility
261,djvulibre,应用,系统,browser client consume content decoder digital display distribute document encoders faster file format free high image implementation include jpeg library look package picture platform plugin render rendering replace resolution resource screen separate simple software sub tiff utility viewer web
262,dleyna-connector-dbus,应用,其它,bus connector nannan service services
264,dleyna-renderer,应用,其它,bus client digital discover interact manipulate media nannan service
265,dleyna-server,应用,其它,bus client digital discover interact manipulate media nannan servers service
266,dlm,应用,核心,application contain lib library nannan need package userland
268,dnf,系统,核心,allow apply automate common configuration data download environment file group interface manage manager module package python rpms support systemd unit upgrade user utility
270,dnssec-trigger,应用,其它,able applet base case change configuration create current daemon dialog dynamic input interaction local need network networkmanager package panel perform performs probe provide resolver result script server state test tool user validate validation window
275,docbook2X,应用,系统,convert docbook document nannan page
278,dosfstools,应用,核心,check drive filesystems floppy hard include linux make ms nannan package utilities utility
285,dovecot,其它,系统,authentication contain driver format imap like linux mail mind mysql package plug pop3 primarily provide secure security server small subpackages support unix write
286,doxygen,应用,系统,browser class code configuration configure create directly document documentation edit extract file generate html latex manual online output pdf produce reference source structure support
287,dpa-ext-gnomekeyring,应用,其它,agent automatically extension gnome keyring nannan polkit thing
289,dracut,系统,核心,based bootable build capability codes configuration contain create default dracut drive drop event file generate generation generator generic hard host image implementation iscsi kernel like linux little live local memory module need network package possible previous provide purpose reduce require result root runtime size small specific store support tool turn udev unlike usage various
290,drpm,应用,核心,apply compatible library make nannan original package packages provide reading
291,dtkcore,应用,其它,core deepin module nannan tool
292,dtkgui,应用,其它,deepin feel look module nannan
293,dtkwidget,应用,其它,deepin desktop development graphical interface module nannan tool user widget
294,dump,应用,系统,backup command contain copy determines directory disk dump file filesystem filesystems function incremental install layer medium nannan need package partial perform programs restore single specify storage subsequent tape
295,dvd+rw-tools,应用,其它,collection dvd http information linux master medium nannan tool toolchain
296,dwz,应用,系统,appendix attempt compilation contain create debug duplicate dwarf equivalent executables import information library nannan need optimization optimize package possible program reduce removal replace representation share size small standard technique tool unit
297,dyninst,应用,系统,application change code compose creation debugging exist generation goal include independent insertion interface machine monitoring nannan package patching performance permit program provide remove run running subroutine support time tool useful variety
299,ed,应用,系统,create display editor emacs example file general install interactively line modify nannan need normal oriented original probably program purpose replace screen script shell text unix usage
300,edk2,应用,核心,contain enable firmware machine machines nannan open package project qemu sample support uefi virtual
301,efi-rpm-macros,系统,核心,basic contain directory filesystem layout machine nannan package tool
303,efivar,系统,核心,allow command facility interface library line manage manipulation nannan provide simple tools uefi variable
306,elinks,应用,其它,advantage based browser display exit frame graphical html image mode nannan page quickly speed start support table text
307,emacs,应用,系统,directory emacs filesystem functionality layout nannan package provide require
308,enchant,应用,系统,backends check checking library nannan spell wrap
310,enscript,应用,系统,adobe ascii convert converter customize different extend file free generate handle include medium nannan option output plain postscript printer program replacement save specify
311,environment-modules,应用,系统,access application bash basis bundle clean collection command configure contain different dynamic dynamically entire environment fashion include information instal interpret language load manage modification modify module modules nannan need note package path perl popular provide provides replace script share shell suite support typically useful user variable version
315,epel-rpm-macros,系统,核心,build contain enterprise extra linux macro macros nannan package packages
317,espeak-ng,应用,其它,base configure create default engine generation language nannan natural open program sound source speech support text
318,eth-tools,应用,其它,basic compute contains fabric level manage management nannan necessary node script scripts tool
319,ethtool,系统,核心,allow auto change checksum device especially ethernet location nannan network offload port query setting settings speed tool utility
320,evemu,系统,应用,base capture device emulation event input library program query simple stream tool utility virtual
321,evince,应用,系统,additional allows bookmark browser contain copy dialog display document edit extension file form format libraries library manager multi nannan nautilus need package page plugin portable postscript print property search share simple support table text viewer
324,evolution-ews,其它,应用,allow contain exchange extension interact interface later microsoft nannan package server services translation version
327,exiv2,应用,系统,access accord adjust allow class command comment data delete extract file image include info insert interpreted jpeg library line manipulation metadata method nannan plain print read rename start summary support utility value write
329,expect,应用,核心,application automate contain control easy expect interact interaction interactive make nannan package passwd program script telnet test utility
330,extra-cmake-modules,应用,其它,additional build frameworks module nannan need
333,fabtests,应用,系统,api example fabric high library nannan performance provide software suite test
334,fapolicyd,应用,系统,access allow application applications contain daemon determine file implement interface kernel know make package policy right selinux source unknown
340,fence-agents,应用,系统,access affect agent base based block capable catch collection common compute contain crash device executables file handle host http include intel interface ipmi library libvirt machine management mapper mean modular network node package persistent ping platform possibly power program protocol pseudo python recovery remote rest scsi series serve service similar snmp storage support switch telnet unified virtual vmware
345,fido-device-onboard,应用,其它,client device dracut implementation initialization module server tool
347,file-roller,应用,其它,application archive archives create file nannan tool view
350,fio,应用,系统,action file generation global inherit load match nannan number override parameter particular process specify thread tool type typical unless user want write
351,fipscheck,应用,系统,binary checksum contain creation file helper integrity library module nannan package provide validate verification
352,firefox,应用,系统,browser compliance design firefox mozilla nannan open performance portability source standard
355,flatpak,应用,系统,application apps building bus contain deployment desktop flatpak framework freedesktop gnome http information libraries linux module org package policy projects selinux service user wiki
356,flatpak-builder,应用,其它,build builder flatpak http information nannan org source tool
358,fltk,应用,系统,built cross emulation functionality graphic interface modern nannan opengl platform pronounce provide support toolkit user
361,fontconfig,系统,核心,accord application configuration design font library locate nannan requirement select specify
362,fontforge,应用,其它,ascii binary bitmap editor font format include nannan opentype postscript range support truetype type
363,fontpackages,应用,核心,basic contain correct directories directory font include layout nannan package permission
364,fonts-tweak-tool,应用,其它,customize desktop font fonts language nannan tool tweak
365,foomatic,应用,系统,account base capable command comprehensive configure contain cups database description driver file files generate generation http independent interface line manipulate nannan option org package print printer queue read separately site tools utility www
368,fprintd,应用,系统,access authentication bus fingerprint module reader service
369,freeglut,应用,系统,allow alternative application available completely contain context create edition free freely function highly keyboard library license licensed manage mark mouse nannan open opengl originally platform portable program range read sample second simple software source support toolkit universally user utility variety wide window write
371,freeipmi,应用,核心,base console daemon detection intelligent interface ipmi management monitoring nannan node platform project provide provides recovery remote software specification syslog tool
373,freetype,系统,核心,advanced complete develop efficiently engine environment file font free glyph individual library load manage nannan open platform portable provide render rendering server support text variety
374,frei0r-plugins,应用,其它,behavior computer control effect filter framework host implementation issue parameter plugin plugins simple solve source standard video
378,fuse,系统,核心,common contain devel file filesystem fully functional fuse implement library mount package possible program tool userspace utility
380,fuse-sshfs,系统,应用,access base client easy file filesystem filesystems fuse mount nannan protocol remote server support transfer
381,fwupd,系统,核心,allow daemon device firmware nannan session software update
382,fwupdate,系统,核心,allow binary command firmware interface library line manage manipulation provide simple tools uefi update
383,fxload,应用,核心,able appear device devices download firmware helper intend invoke nannan original program script udev
384,gamin,应用,系统,api compatible daemon dependent file library mechanism monitor nannan provide wide
387,gc,应用,系统,collect collector malloc nannan replacement
392,gcc-toolset-10-binutils,系统,其它,address archive assembler binary binutils collection content convert copying create data detailed discard display extract family file generate graph include index information line linker list modify nannan objdump object printable profile readelf section size string strip symbol translate utility
395,gcc-toolset-10-elfutils,系统,核心,allow archive associate build check client collection command compiled compress contains data decompress depend devel discard dwarf dynamically enables file formed frontend generate handle handling high http implement include internals introspection level libraries library libs line list load look machine object package party process program provide read readelf reading section server service share size specific stack strip structure symbol utility write
399,gcc-toolset-10-make,系统,其它,allow build control executables file generation install knowledge make makefile nannan non package process program provide significant simplify source tool user
402,gcc-toolset-10-valgrind,系统,应用,analysis automatically branch build cache currently default detect detector distribution dynamic error framework generating graph heap include instrumentation management memory nannan prediction production profile profiler program quality thread tool valgrind
405,gcc-toolset-11-binutils,系统,其它,address archive assembler binary binutils collection content convert copying create data detailed discard display extract family file generate graph include index information line linker list modify nannan objdump object printable profile readelf section size string strip symbol translate utility
408,gcc-toolset-11-elfutils,系统,核心,allow archive associate build check client collection command compiled compress contains data decompress depend devel discard dwarf dynamically enables file formed frontend generate handle handling high http implement include internals introspection level libraries library libs line list load look machine object package party process program provide read readelf reading section server service share size specific stack strip structure symbol utility write
412,gcc-toolset-11-make,系统,其它,allow build control executables file generation install knowledge make makefile nannan non package process program provide significant simplify source tool user
415,gcc-toolset-11-valgrind,系统,应用,analysis automatically branch build cache currently default detect detector distribution dynamic error framework generating graph heap include instrumentation management memory nannan prediction production profile profiler program quality thread tool valgrind
418,gcc-toolset-9-binutils,系统,其它,address archive assembler binary binutils collection content convert copying create data detailed discard display extract family file generate graph include index information line linker list modify nannan objdump object printable profile readelf section size string strip symbol translate utility
421,gcc-toolset-9-elfutils,系统,核心,allow archive build check collection compiled compress contains data decompress depend devel discard dwarf enables file formed generate handle handling high implement include internals level libraries library libs list machine object package party program provide read readelf reading section size specific stack strip structure symbol utility write
425,gcc-toolset-9-make,系统,其它,allow build control executables file generation install knowledge make makefile nannan non package process program provide significant simplify source tool user
428,gcc-toolset-9-valgrind,系统,应用,analysis automatically branch build cache currently default detect detector distribution dynamic error framework generating graph heap include instrumentation management memory nannan prediction production profile profiler program quality thread tool valgrind
429,gcr,应用,系统,access card certificate crypto desktop display file gnome library like module nannan parsing pkcs provide smart store viewer
430,gd,应用,系统,accept allows application browser code color complete creation draw file format graphic image jpeg library line multiple nannan note particularly program quick quickly result text useful write
435,gdm,其它,系统,authentication backend behalf case display functionality gnome graphical handle local lock manager nannan protocol provide related remote server session start time user
436,gedit,其它,系统,adjust advanced automatic checking code compare currently design desktop document editing editor extensible feature file fully function gnome highlighting include international level multiple nannan package plugin plugins powerful printing small source specifically spell standard support syntax text unicode view window
440,genwqe-tools,应用,其它,adapter card configure contain hardware manage package provide suite test tool userspace utilities utility
441,geoclue2,应用,系统,access application aware bus client contain convenience create demo demos ensure explicit goal information interact library libs location make package permission possible primary project provide service simple user
444,gfbgraph,应用,系统,api glib gnome gobject graph integrate nannan online wrapper
446,gfs2-utils,应用,核心,check contain correct create file global manage modifying number package utilities utility utils
447,ghc-srpm-macros,系统,其它,building generate macro macros nannan package source
448,ghostscript,应用,核心,adobe base based build conversion convert core description different display document driver enable file format functionality ghostscript include interpreter language library package page portable postscript primary printing provide purpose rendering software suite systems useful utility various
449,giflib,应用,核心,image library nannan process reading utility write
450,gimp,应用,核心,build channel commercial contain contains conversion create devel development edit effect expect extension extra extremely filter graphic helper image imaging include large layer level library libs manipulation multi need operation package pixel plug plugin powerful program provide share similar sub tool tools useful
