,name,label,text,y,y_predict
6054,texlive-attachfile,应用,"Starting with PDF 1.3 (Adobe Acrobat 4.0), PDF files cancontain file attachments -- arbitrary files that a reader canextract, just like attachments to an e-mail message. Theattachfile package brings this functionality to pdfLaTeX andprovides some additional features not available in Acrobat,such as the ability to use arbitrary LaTeX code for the fileicon -- including things like \includegraphics, tabular, andmathematics. Settings can be made either globally or on a per-attachment basis. Attachfile makes it easy to attach files andcustomize their appearance in the enclosing document. Thepackage supports the Created, Modified, and Size keys in theEmbeddedFile's Params dictionary.Attach arbitrary files to a PDF document",2,2
1753,hostname,系统,"Utility to set/show the host name or domain nameThis package provides commands which can be used to display the system'sDNS name, and to display or set its hostname or NIS domain name.",1,1
3642,microcode_ctl,核心,"CPU microcode updates for Intel x86 processorsThis package provides microcode update files for Intel x86 and x86_64 CPUs.The microcode update is volatile and needs to be uploaded on each systemboot i.e. it isn't stored on a CPU permanently; reboot and it revertsback to the old microcode.Package name ""microcode_ctl"" is historical, as the binary with the same nameis no longer used for microcode upload and, as a result, no longer provided.",0,1
4376,perl-Tie,系统,"These are Perl modules that helps connecting classes with arrays, hashes,handles, and scalars.Base classes for tying variables",1,1
1953,hyphen-de,应用,German hyphenation rules.German hyphenation rules,2,1
2164,java-1.8.0-openjdk-javadoc,应用,The OpenJDK 8 API documentation.OpenJDK 8 API documentation,2,2
3082,libreoffice-voikko,应用,This package contains a Finnish spell-checking and hyphenation component forLibreOffice. The actual spell-checking and hyphenation functionality isprovided by the Voikko library.Finnish spellchecker and hyphenator extension for LibreOffice,2,2
2672,python3-libdnf,系统,Python 3 bindings for the libdnf library.Python 3 bindings for the libdnf library.,1,1
5954,tesseract-langpack-mya,应用,This package contains the fast integer version of the Burmese languagetrained models for the Tesseract Open Source OCR Engine.Burmese language data for tesseract-tessdata,2,2
1809,hunspell-es-CR,应用,Costa Rican Spanish hunspell dictionaryCosta Rican Spanish hunspell dictionary,2,2
4425,perl-CPAN-Meta,系统,"Software distributions released to the CPAN include a META.json or, for olderdistributions, META.yml, which describes the distribution, its contents, andthe requirements for building and installing the distribution. The datastructure stored in the META.json file is described in CPAN::Meta::Spec.Distribution metadata for a CPAN dist",1,0
5336,qt5-qtbase-postgresql,应用,PostgreSQL driver for Qt5's SQL classes.PostgreSQL driver for Qt5's SQL classes,2,2
2223,java-17-openjdk-javadoc-zip,应用,The OpenJDK 17 API documentation compressed in a single archive.OpenJDK 17 API documentation compressed in a single archive,2,2
2830,libmspub,应用,Libmspub is library providing ability to interpret and import MicrosoftPublisher content into various applications. You can find it being usedin libreoffice.A library for import of Microsoft Publisher documents,2,2
3465,maven-model,应用,Maven model artifactCompatibility Maven model artifact,2,1
4110,os-maven-plugin-javadoc,应用,This package provides API documentation for os-maven-plugin.API documentation for os-maven-plugin,2,2
2901,libqrtr-glib,系统,Support library to use and manage the QRTR (Qualcomm IPC Router) bus.This package contains the libraries that make it easier to use andmanage the QRTR (Qualcomm IPC Router) bus.,1,1
3949,ntfsprogs,系统,"The ntfsprogs package currently consists of a library and utilities such asmkntfs, ntfscat, ntfsls, ntfsresize, and ntfsundelete (for a full list ofincluded utilities see man 8 ntfsprogs after installation).NTFS filesystem libraries and utilities",1,0
6503,ustr,应用," Micro string library, very low overhead from plain strdup() (Ave. 44% for0-20B strings). Very easy to use in existing C code. At it's simplest you canjust include a single header file into your .c and start using it. This package also distributes pre-built shared libraries.String library, very low memory overhead, simple to import",2,1
1638,greenboot,系统,Generic Health Check Framework for systemd.Generic Health Check Framework for systemd,1,1
3698,mingw32-libpng,应用,MinGW Windows Libpng library.MinGW Windows Libpng library,2,2
3814,mythes-de,应用,German thesaurus.German thesaurus,2,1
906,evolution-mapi-langpacks,应用,This package contains translations for evolution-mapi.Translations for evolution-mapi,2,2
3686,mingw64-harfbuzz,应用,HarfBuzz is an implementation of the OpenType Layout engine.MinGW Windows Harfbuzz library,2,2
1585,google-noto-sans-syriac-eastern-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Syriac Eastern.Sans Syriac Eastern font,3,3
447,clevis-dracut,系统,Automatically unlocks LUKS block devices in early boot.Dracut integration for clevis,1,2
2490,kwin-wayland,应用,KDE Window Manager with experimental Wayland support.KDE Window Manager with experimental Wayland support,2,1
5566,samba-krb5-printing,应用,"Samba CUPS backend for printing with KerberosIf you need Kerberos for print jobs to a printer connection to cups via the SMBbackend, then you need to install that package. It will allow cups to accessthe Kerberos credentials cache of the user issuing the print job.",2,1
6237,texlive-pdftex,应用,"An extension of TeX which can be configured to directlygenerate PDF documents instead of DVI. All current free TeXdistributionsm including TeX live, MacTeX and MiKTeX includepdfTeX (Plain TeX) and pdfLaTeX (LaTeX). ConTeXt was designedaround use of pdfTeX (though it is now migrating towardsLuaTeX).A TeX extension for direct creation of PDF",2,2
5192,python39-pycparser,系统,"pycparser is a complete parser for the C language, written in pure Python.It is a module designed to be easily integrated into applications thatneed to parse C source code.C parser and AST generator written in Python",1,1
6650,xmltoman,应用,"This package provides xmltoman and xmlmantohtml scripts, to compilethe xml representation of manual page to either roff source, or HTML(while providing the CSS stylesheet for eye-candy look). XSL stylesheetfor doing rougly the same job is provided.Scripts for converting XML to roff or HTML",2,2
6218,texlive-mparhack,应用,Implements a workaround for the LaTeX bug that marginpars willsometimes come out at the wrong margin.A workaround for a LaTeX bug in marginpars,2,1
4761,php-xmlrpc,应用,The php-xmlrpc package contains a dynamic shared object that will addsupport for the XML-RPC protocol to PHP.A module for PHP applications which use the XML-RPC protocol,2,2
3233,libvisio,应用,libvisio is library providing ability to interpret and importMicrosoft Visio diagrams into various applications. You can find itbeing used in LibreOffice.A library for import of Microsoft Visio diagrams,2,2
6758,zziplib-utils,应用,"The zziplib library is intentionally lightweight, it offers the ability toeasily extract data from files archived in a single zip file. Applicationscan bundle files into a single zip archive and access them. The implementationis based only on the (free) subset of compression with the zlib algorithmwhich is actually used by the zip/unzip tools.This packages contains all the utilities that come with the zziplib library.Utilities for the zziplib library",2,0
2508,langpacks-de,核心,This package provides German langpacks meta-package.German langpacks meta-package,0,0
5690,slf4j-ext,应用,Extensions to the SLF4J API.SLF4J Extensions Module,2,2
2554,langpacks-sk,核心,This package provides Slovak langpacks meta-package.Slovak langpacks meta-package,0,0
470,cmake-rpm-macros,应用,This package contains common RPM macros for cmake.Common RPM macros for cmake,2,1
3923,nmap,系统,"Nmap is a utility for network exploration or security auditing.  It supportsping scanning (determine which hosts are up), many port scanning techniques(determine what services the hosts are offering), and TCP/IP fingerprinting(remote host operating system identification). Nmap also offers flexible targetand port specification, decoy scanning, determination of TCP sequencepredictability characteristics, reverse-identd scanning, and more. In additionto the classic command-line nmap executable, the Nmap suite includes a flexibledata transfer, redirection, and debugging tool (netcat utility ncat), a utilityfor comparing scan results (ndiff), and a packet generation and responseanalysis tool (nping).Network exploration tool and security scanner",1,1
3272,libxkbcommon-x11,应用,libxkbcommon-x11 is the X.Org library for creating keymaps by querying the Xserver.X.Org X11 XKB keymap creation library,2,2
3905,nfs-utils,系统,NFS utilities and supporting clients and daemons for the kernel NFS serverThe nfs-utils package provides various utilities for use with NFSclients and servers.,1,0
6033,tesseract-script-tibetan,应用,This package contains the fast integer version of the Tibetan scripttrained models for the Tesseract Open Source OCR Engine.Tibetan script data for tesseract-tessdata,2,2
5433,kernel-rpm-macros,系统,Macros and scripts for building kernel module packages.Macros and scripts for building kernel module packages.,1,1
4151,paps,应用,paps is a PostScript converter from plain text file using Pango.Plain Text to PostScript converter,2,2
1742,hexchat,应用,"HexChat is an easy to use graphical IRC chat client for the X Window System.It allows you to join multiple IRC channels (chat rooms) at the same time,talk publicly, private one-on-one conversations etc. Even file transfersare possible.A popular and easy to use graphical IRC (chat) client",2,2
5801,mod_dav_svn,应用,"The mod_dav_svn package allows access to a Subversion repositoryusing HTTP, via the Apache httpd server.Apache httpd module for Subversion server",2,2
1717,gvfs-gphoto2,系统,This package provides support for reading and writing files onPTP based cameras (Picture Transfer Protocol) and MTP basedmedia players (Media Transfer Protocol) to applications using gvfs.gphoto2 support for gvfs,1,0
2600,bsdtar,系统,The bsdtar package contains standalone bsdtar utility split off regularlibarchive packages.Manipulate tape archives,1,2
926,f32-backgrounds-kde,应用,This package contains KDE desktop wallpaper for the Fedora 32default themeFedora 32 default wallpaper for KDE,2,3
3316,iwl2000-firmware,其它,Firmware for Intel(R) Centrino Wireless-N 2000 Series AdaptersThis package contains the firmware required by the Intel wireless driversfor Linux to support the iwl2000 hardware.  Usage of the firmwareis subject to the terms and conditions contained inside the providedLICENSE file. Please read it carefully.,3,3
1440,gnome-terminal-nautilus,应用,This package provides a Nautilus extension that adds the 'Open in Terminal'option to the right-click context menu in Nautilus.GNOME Terminal extension for Nautilus,2,2
1107,fuse-overlayfs,系统,FUSE overlay+shiftfs implementation for rootless containers.FUSE overlay+shiftfs implementation for rootless containers,1,1
181,atlas-corei2,系统,ATLAS libraries for Corei2 (Ivy/Sandy bridge) CPUsThis package contains the ATLAS (Automatically Tuned Linear AlgebraSoftware) libraries compiled with optimizations for the Corei2 (Ivy/Sandy bridge)CPUs. The base ATLAS builds for the x86_64 architecture are made for the hammer64 CPUs.,1,0
3273,libxkbfile,应用,X.Org X11 libxkbfile runtime libraryX.Org X11 libxkbfile runtime library,2,2
4870,daxio,系统,"The daxio utility performs I/O on Device DAX devices or zeroa Device DAX device.  Since the standard I/O APIs (read/write) cannot be usedwith Device DAX, data transfer is performed on a memory-mapped device.The daxio may be used to dump Device DAX data to a file, restore data froma backup copy, move/copy data to another device or to erase data froma device.Perform I/O on Device DAX devices or zero a Device DAX device",1,1
5044,python2-backports,系统,"The backports namespace is a namespace reserved for features backported fromthe Python standard library to older versions of Python 2.Packages that exist in the backports namespace in Fedora should not providetheir own backports/__init__.py, but instead require this package.Backports to earlier versions of Python 3, if they exist, do not need thispackage because of changes made in Python 3.3 in PEP 420(http://www.python.org/dev/peps/pep-0420/).Namespace for backported Python features",1,1
4371,perl-Term-Complete,系统,"""Complete"" routine provides word completion on a list of words in the array.Perl word completion",1,1
3010,libreoffice-langpack-da,应用,Provides additional Danish translations and resources for LibreOffice.Danish language pack for LibreOffice,2,2
6250,texlive-pst-arrow,应用,"This package has all the code from the package pstricks-addwhich was related to arrows, like multiple arrows and so on.special arrows for PSTricks",2,2
3722,mingw32-termcap,应用,"This is the GNU termcap library -- a library of C functions thatenable programs to send control strings to terminals in a wayindependent of the terminal type.  The GNU termcap library does notplace an arbitrary limit on the size of termcap entries, unlike mostother termcap libraries.This package contains libraries and development tools for the MinGWcross-compiled version.MinGW terminal feature database",2,0
6024,tesseract-script-malayalam,应用,This package contains the fast integer version of the Malayalam scripttrained models for the Tesseract Open Source OCR Engine.Malayalam script data for tesseract-tessdata,2,2
1673,gstreamer1-plugins-bad-free,应用,"GStreamer is a streaming media framework, based on graphs of elements whichoperate on media data.This package contains plug-ins that aren't tested well enough, or the codeis not of good enough quality.GStreamer streaming media framework ""bad"" plugins",2,2
5216,python3-qrcode-core,系统,Core Python 3 module for QR code generation. Does not contain image rendering.Python 3 QR Code image generator (core library),1,1
2003,ibus-hangul,应用,The Hangul engine for IBus platform. It provides Korean input method fromlibhangul.The Hangul engine for IBus input platform,2,2
6127,texlive-fancyref,应用,"Provides fancy cross-referencing support, based on thepackage's reference commands (\fref and \Fref) that recognisewhat sort of object is being referenced. So, for example, thelabel for a \section would be expected to be of the form'sec:foo': the package would recognise the 'sec:' part.A LaTeX package for fancy cross-referencing",2,1
4678,perl-Test-Requires,系统,"Test::Requires checks to see if the module can be loaded.If this fails, rather than failing tests this skips all tests.Checks to see if a given module can be loaded",1,1
3692,mingw32-libffi,应用,Foreign function interface library for MinGW.A portable foreign function interface library for MinGW,2,2
4244,pcp-pmda-slurm,系统,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics from the SLURM Workload Manager.Performance Co-Pilot (PCP) metrics for the SLURM Workload Manager,1,1
4614,perl-PathTools,系统,"This is the combined distribution for the File::Spec and Cwd modules.PathTools Perl module (Cwd, File::Spec)",1,1
5230,python3-rpm-generators,系统,Dependency generators for Python RPMs.Dependency generators for Python RPMs,1,1
5287,python3-pytz,系统,"pytz brings the Olson tz database into Python. This library allows accurateand cross platform timezone calculations using Python 2.3 or higher. Italso solves the issue of ambiguous times at the end of daylight savings,which you can read more about in the Python Library Reference(datetime.tzinfo).Almost all (over 540) of the Olson timezones are supported.World Timezone Definitions for Python",1,1
5848,systemtap-client,系统,"This package contains/requires the components needed to developsystemtap scripts, and compile them using a local systemtap-develor a remote systemtap-server installation, then run them using alocal or remote systemtap-runtime.  It includes script samples anddocumentation, and a copy of the tapset library for reference.Programmable system-wide instrumentation system - client",1,1
5729,spice-server,应用,"The Simple Protocol for Independent Computing Environments (SPICE) isa remote display system built for virtual environments which allowsyou to view a computing 'desktop' environment not only on the machinewhere it is running, but from anywhere on the Internet and from a widevariety of machine architectures.This package contains the run-time libraries for any application that wishesto be a SPICE server.Implements the server side of the SPICE protocol",2,2
3297,libXxf86vm,应用,X.Org X11 libXxf86vm runtime libraryX.Org X11 libXxf86vm runtime library,2,2
5417,re2,应用,"RE2 is a C++ library providing a fast, safe, thread-friendly alternative tobacktracking regular expression engines like those used in PCRE, Perl, andPython.Backtracking engines are typically full of features and convenient syntacticsugar but can be forced into taking exponential amounts of time on even smallinputs.In contrast, RE2 uses automata theory to guarantee that regular expressionsearches run in time linear in the size of the input, at the expense of somemissing features (e.g back references and generalized assertions).C++ fast alternative to backtracking RE engines",2,1
1138,libstdc++-docs,系统,"Manual, doxygen generated API information and Frequently Asked Questionsfor the GNU standard C++ library.Documentation for the GNU standard C++ library",1,1
4092,osbuild-lvm2,系统,Contains the necessary stages and device hostservices to build LVM2 based images.LVM2 support,1,0
2102,iscsi-initiator-utils-iscsiuio,系统,The iscsiuio configuration daemon provides network configuration helpfor some iSCSI offload hardware.Userspace configuration daemon required for some iSCSI hardware,1,1
2305,jsoup-javadoc,应用,API documentation for jsoup.Javadoc for jsoup,2,2
5937,tesseract-langpack-khm,应用,This package contains the fast integer version of the Khmer languagetrained models for the Tesseract Open Source OCR Engine.Khmer language data for tesseract-tessdata,2,2
4928,postgresql-pltcl,应用,"The postgresql-pltcl package contains the PL/Tcl procedural language,which is an extension to the PostgreSQL database server.Install this if you want to write database functions in Tcl.The Tcl procedural language for PostgreSQL",2,2
5995,tesseract-langpack-yid,应用,This package contains the fast integer version of the Yiddish languagetrained models for the Tesseract Open Source OCR Engine.Yiddish language data for tesseract-tessdata,2,2
2958,libreoffice-help-ca,应用,Provides Catalan help for LibreOffice.Catalan help for LibreOffice,2,2
4995,python2-libs,系统,This package contains files used to embed Python 2 into applications.Runtime libraries for Python 2,1,1
6618,xdg-desktop-portal,应用,"xdg-desktop-portal works by exposing a series of D-Bus interfaces known asportals under a well-known name (org.freedesktop.portal.Desktop) and objectpath (/org/freedesktop/portal/desktop). The portal interfaces include APIs forfile access, opening URIs, printing and others.Portal frontend service to flatpak",2,1
6530,velocity-javadoc,应用,Javadoc for velocity.Javadoc for velocity,2,2
1926,hunspell-ve,应用,Venda hunspell dictionaries.Venda hunspell dictionaries,2,2
5944,tesseract-langpack-lav,应用,This package contains the fast integer version of the Latvian languagetrained models for the Tesseract Open Source OCR Engine.Latvian language data for tesseract-tessdata,2,2
1836,hunspell-gd,应用,Scots Gaelic hunspell dictionaries.Scots Gaelic hunspell dictionaries,2,2
4704,perl-Unicode-Collate,系统,This package is Perl implementation of Unicode Technical Standard #10 (UnicodeCollation Algorithm).Unicode Collation Algorithm,1,1
3484,maven-clean-plugin-javadoc,应用,This package provides API documentation for maven-clean-plugin.API documentation for maven-clean-plugin,2,2
6378,tigervnc-icons,应用,This package contains icons for TigerVNC viewerIcons for TigerVNC viewer,2,2
1279,geolite2-country,应用,"GeoLite2 databases are free IP geolocation databases comparable to, but lessaccurate than, MaxMind's GeoIP2 databases.  This product includes GeoLite2 datacreated by MaxMind, available from http://www.maxmind.com.Free IP geolocation country database",2,2
3625,mercurial-hgk,应用,"A Mercurial extension for displaying the change history graphicallyusing Tcl/Tk.  Displays branches and merges in an easilyunderstandable way and shows diffs for each revision.  Based ongitk for the git SCM.Adds the ""hg view"" command.  Seehttp://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for moredocumentation.Hgk interface for mercurial",2,2
6679,xorg-x11-drv-qxl,应用,X.Org X11 qxl video driver.Xorg X11 qxl video driver,2,2
36,acpica-tools,系统,"ACPICA tools for the development and debug of ACPI tablesThe ACPI Component Architecture (ACPICA) project provides an OS-independentreference implementation of the Advanced Configuration and Power InterfaceSpecification (ACPI).  ACPICA code contains those portions of ACPI meant tobe directly integrated into the host OS as a kernel-resident subsystem, anda small set of tools to assist in developing and debugging ACPI tables.This package contains only the user-space tools needed for ACPI tabledevelopment, not the kernel implementation of ACPI.  The following commandsare installed:   -- iasl: compiles ASL (ACPI Source Language) into AML (ACPI Machine      Language), suitable for inclusion as a DSDT in system firmware.      It also can disassemble AML, for debugging purposes.   -- acpibin: performs basic operations on binary AML files (e.g.,      comparison, data extraction)   -- acpidump: write out the current contents of ACPI tables   -- acpiexec: simulate AML execution in order to debug method definitions   -- acpihelp: display help messages describing ASL keywords and op-codes   -- acpinames: display complete ACPI name space from input AML   -- acpisrc: manipulate the ACPICA source tree and format source files      for specific environments   -- acpixtract: extract binary ACPI tables from acpidump output (see      also the pmtools package)This version of the tools is being released under GPLv2 license.",1,0
2347,kde-settings-pulseaudio,应用,Enable pulseaudio support in KDE.Enable pulseaudio support in KDE,2,2
3705,mingw64-libtiff-static,应用,Static version of the MinGW Windows LibTIFF library.Static version of the MinGW Windows LibTIFF library,2,2
3489,maven-dependency-analyzer,应用,"Analyzes the dependencies of a project for undeclared or unused artifacts.Warning: Analysis is not done at source but bytecode level, then some cases arenot detected (constants, annotations with source-only retention, links injavadoc) which can lead to wrong result if they are the only use of adependency.Maven dependency analyzer",2,1
944,fcitx-configtool,应用,fcitx-config-gtk and fcitx-config-gtk3 are Gtk based configuring tools forFcitx.Gtk+-based configuring tools for Fcitx,2,2
2781,libiscsi,系统,libiscsi is a library for attaching to iSCSI resources acrossa network.iSCSI client library,1,1
3269,libXi,应用,X.Org X11 libXi runtime libraryX.Org X11 libXi runtime library,2,2
5900,tesseract-langpack-ell,应用,This package contains the fast integer version of the Greek languagetrained models for the Tesseract Open Source OCR Engine.Greek language data for tesseract-tessdata,2,2
549,cscope,应用,"cscope is a mature, ncurses based, C source code tree browsing tool.  Itallows users to search large source code bases for variables, functions,macros, etc, as well as perform general regex and plain text searches.Results are returned in lists, from which the user can select individualmatches for use in file editing.C source code tree search and browse tool",2,2
3149,libstoragemgmt-local-plugin,应用,Files for local pseudo plugin of libstoragemgmtThe libstoragemgmt-local-plugin is a plugin that provides autoplugin selection for locally managed storage.,2,1
186,audispd-plugins,核心,"Plugins for the audit event dispatcherThe audispd-plugins package provides plugins for the real-timeinterface to the audit system, audispd. These plugins can do thingslike relay events to remote machines.",0,1
5109,python3-iso8601,系统,This module parses the most common forms of ISO 8601 date strings(e.g. 2007-01-14T20:34:22+00:00) into datetime objects.Simple module to parse ISO 8601 dates,1,1
2731,libgsf,应用,A library for reading and writing structured files (e.g. MS OLE and Zip)GNOME Structured File library,2,0
3896,NetworkManager-wwan,系统,This package contains NetworkManager support for mobile broadband (WWAN)devices.Mobile broadband device plugin for NetworkManager,1,2
6445,udisks2,应用,"The Udisks project provides a daemon, tools and libraries to access andmanipulate disks, storage devices and technologies.Disk Manager",2,1
3587,maven-source-plugin,应用,The Maven Source Plugin creates a JAR archive of thesource files of the current project.Plugin creating source JAR,2,2
1977,hyphen-mr,应用,Marathi hyphenation rules.Marathi hyphenation rules,2,1
2634,libcacard,系统,"This library provides emulation of smart cards to a virtual cardreader running in a guest virtual machine.It implements DoD CAC standard with separate pki containers(compatible coolkey), using certificates read from NSS.CAC (Common Access Card) library",1,1
6500,usermode,应用,"Tools for certain user account management tasksThe usermode package contains the userhelper program, which can beused to allow configured programs to be run with superuser privilegesby ordinary users.",2,1
102,ant-javadoc,应用,Javadoc for ant.Javadoc for ant,2,2
753,dotnet-sdk-2.1,应用,"The .NET Core SDK is a collection of command line applications tocreate, build, publish and run .NET Core applications..NET Core is a fast, lightweight and modular platform for creatingcross platform applications that work on Linux, Mac and Windows.It particularly focuses on creating console applications, webapplications and micro-services..NET Core 2.1 Software Development Kit",2,2
3400,lucene-analyzers-smartcn,应用,Lucene Smart Chinese Analyzer.Smart Chinese Analyzer,2,2
67,anaconda,系统,The anaconda package is a metapackage for the Anaconda installer.Graphical system installer,1,2
6442,udftools,系统,Linux UDF Filesystem userspace utilities.Linux UDF Filesystem userspace utilities,1,2
2802,python3-ldb,系统,Python bindings for the LDB libraryPython bindings for the LDB library,1,1
1454,gnuplot-common,应用,"Gnuplot is a command-line driven, interactive function plottingprogram especially suited for scientific data representation.  Gnuplotcan be used to plot functions and data points in both two and threedimensions and in many different formats.This subpackage contains common parts needed for all versions of gnuplot.The common gnuplot parts",2,0
6627,xerces-j2-javadoc,应用,This package contains the API documentation for xerces-j2.Javadocs for xerces-j2,2,2
6090,texlive-collection-fontsrecommended,应用,"Recommended fonts, including the base 35 PostScript fonts,Latin Modern, TeX Gyre, and T1 and other encoding support forComputer Modern, in outline form.Recommended fonts",2,3
3068,libreoffice-langpack-zh-Hant,应用,Provides additional Traditional translations and resources for LibreOffice.Traditional language pack for LibreOffice,2,2
4168,pcp,系统,"Performance Co-Pilot (PCP) provides a framework and services to supportsystem-level performance monitoring and performance management.The PCP open source release provides a unifying abstraction for all ofthe interesting performance data in a system, and allows clientapplications to easily retrieve and process any subset of that data.System-level performance monitoring and performance management",1,1
5874,tesseract-langpack-afr,应用,This package contains the fast integer version of the Afrikaans languagetrained models for the Tesseract Open Source OCR Engine.Afrikaans language data for tesseract-tessdata,2,2
2266,jdeparser,应用,"This project is a fork of Sun's (now Oracle's) com.sun.codemodel project. Wedecided to fork the project because by all evidence, the upstream project isdead and not actively accepting outside contribution. All JBoss projects areurged to use this project instead for source code generation.Source generator library for Java",2,2
1248,gedit-plugin-bookmarks,应用,The gedit bookmarks plugin.gedit bookmarks plugin,2,2
2320,jzlib,应用,"The zlib is designed to be a free, general-purpose, legally unencumbered-- that is, not covered by any patents -- loss-less data-compressionlibrary for use on virtually any computer hardware and operating system.The zlib was written by Jean-loup Gailly (compression) and Mark Adler(decompression).Re-implementation of zlib in pure Java",2,2
2263,jboss-logging-tools,应用,This pacakge contains JBoss Logging I18n Annotation ProcessorJBoss Logging I18n Annotation Processor,2,1
954,felix-osgi-foundation,应用,OSGi Foundation Execution Environment (EE) Classes.Felix OSGi Foundation EE Bundle,2,1
6064,texlive-bibtex,应用,"BibTeX allows the user to store his citation data in genericform, while printing citations in a document in the formspecified by a BibTeX style, to be specified in the documentitself (one often needs a LaTeX citation-style package, such asnatbib as well). BibTeX itself is an ASCII-only program; thereis, however, a version that copes with 8-bit character sets.However, BibTeX's facilities rapidly run out as one moves awayfrom simple ASCII (for example, in the various national sortingrules for languages expressed in different parts of ISO-8859 --the ""ISO Latin"" series). For more flexibility, the user isurged to consider using biber with biblatex to typeset itsoutput. In particular, it is best to avoid BibTeX in favour ofbiblatex, if at all possible.Process bibliographies for LaTeX, etc",2,2
3752,mod_lookup_identity,应用,mod_lookup_identity can retrieve additional pieces of informationabout user authenticated in Apache httpd server and store these valuesin notes/environment variables to be consumed by web applications.Use of REMOTE_USER_* environment variables is recommended.Apache module to retrieve additional information about the authenticated user,2,1
