idx,name,y_true,y_predict,feature
84,basesystem,服务,工具,basic component define example installation order package remove simple
89,bind,服务,工具,application berkeley bind build contain dhcp domain export implementation internet library libs package version
90,bind9.16,服务,工具,16 address application based berkeley bind code collection contain contains domain environment file host implementation include information install interfacing internet libraries library license need network operate package program properly provide query resolve resolver routine runtime server suite tool tree utilities utility utils verify version
93,bison,库,工具,able available binary calculator change compatible complex contain context convert correctly depend description develop development ensure file free general generate generated generator grammar information install internationalization know lalr language manual need package packages parse parser program programming purpose range runtime section simple support wide work write yacc
99,bolt,服务,工具,automatically bus command connect control daemon database device different enrollment introduce line list local manage manager mode perform previously remove require security signal store task tool
104,brasero,工具,库,application cd contain desktop dvd easy extension gnome libraries library libs nautilus package runtime share simple
105,breeze-icon-theme,其它,工具,file icon resource theme
107,brotli,库,工具,algorithm available best combination compress compression context currently data general generic lossless method modern offer order purpose ratio similar speed variant
108,bubblewrap,库,工具,bin binary container core engine execution kernel namespaces tool user usr work
115,cachefilesd,服务,工具,cache caching daemon directory disk file local manage management network persistent space user
119,cdrdao,工具,库,allow area audio base cd complete content control description disc disk lead length mode pre record recording rs single step textual track write
120,cdrkit,库,工具,able allow application audio binary block boot capable cd command communicate contain copying correspond create creates data device different digital directory drive dvd error file form format fully generate host human image include install library line medium message mono multi need package player pre program provide rate read readable record recorder recording save scsi size sound split suitable support tree usually utility work write
122,ceph,服务,库,access allow application block client cluster develop device distribute distributed file interface library like manage multiple object reliable shared simple storage store strip
130,chrony,服务,工具,client computer implementation input keyboard manual network operate protocol provide reference server service time
133,cim-schema,服务,库,actual common consist contact define description enterprise environment http information integration management model network org overall provide schema specification www
134,cjose,库,工具,nannan
135,clang,其它,工具,nannan
139,clucene,工具,库,alternative analyzer apache bring contain core date engine functionality high http java language module org popular port search similar specific speed text version
141,clutter,库,工具,application center clutter create example fast graphical interface library medium open potential rich software source type usage user visually
142,clutter-gst2,库,其它,clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
143,clutter-gst3,库,其它,clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
144,clutter-gtk,库,工具,allow application basic clutter embed gtk inside library stage widget
146,cockpit,库,工具,administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart troubleshoot user
149,cockpit-session-recording,库,工具,allow cockpit component configuration generate journal module playback provide record recording session terminal view
151,cogl,库,工具,able advantage apis backends component design developer different draw easy extension future good graphic hardware help implement implementation library like machine make mean need nice open opengl option paper picture place position pretty provide render single small software source specification state step style think utility write
153,colord,服务,工具,color context daemon device level library profile
157,container-exception-logger,工具,库,able container design exception host input inside logging outside tool
158,containerd,服务,其它,available complete container daemon emphasis execution gopkg host image level lifecycle linux low manage network open portability reliable runtime simplicity standard storage test transfer windows
162,corosync,库,工具,cluster contain corosync engine libraries library package
163,corosync-qdevice,服务,工具,certificate cluster contain corosync create daemon engine init network package script
167,cracklib,库,工具,actually appropriate certain characteristic check checking choose conjunction contain creation determine dictionary easy entry exist function generate guess include instal install library match necessary need normally oriented package particular passwd password pattern perform program purpose replacement secure security share standard stop test user users usr utility want word
172,crda,服务,工具,compliance comply daemon database kernel network networking order package provide radio rule stack world
174,cronie,服务,工具,ability allow arbitrary configuration contain cron daemon default enhancement execute execution extra feature fork good like multiple original power program regular related resource schedule security selinux setting share simple specify standard style time tool unix using utility
181,cups,服务,库,apple application berkeley command cups develop interface layer library libs line need operate package portable printing provide solution standard unix user vendor
185,cyrus-imapd,库,工具,access administration administrative advantage allow base calendar compatible concurrent connection contact contain contains control convert database design differ efficiency email enterprise environment file filesystem hierarchy high imap implementation instal internal internet large list mail message multiple node normally open package performance permit pop3 private program protocol provide read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
188,dbus,其它,工具,access application bus common configuration contain dbus facility file implementation interact libraries library login message messaging package provide reference send service session setup tools user utilities utility wide
196,dcraw,工具,库,camera command contain data decode digital download image line package tool
204,dde-device-formatter,其它,工具,block create device file graphical interface simple
211,dde-printer,其它,工具,manage manager printer tool
214,dde-qt5platform-plugins,其它,库,platform plugins
218,deepin-anything,其它,库,like really
226,deepin-devicemanager,其它,工具,device hardware information manage manager tool view
227,deepin-diskmanager,其它,工具,disk management tool utility
235,deepin-log-viewer,其它,工具,tool useful view viewer
240,deepin-reader,其它,库,annotation bookmark reader simple support
250,desktop-file-utils,工具,库,application check contain desktop directory file freedesktop gnome http inclusion install manipulate menu optionally org package process specification standard standards utilities validate www
254,dhcp,服务,工具,address administer agent allow client common configuration contain daemon device dhcp dynamic easy file host individual information large library make network overall package protocol provide provides purpose relay script server share shared
255,dialog,库,工具,allow contain create dialog following implement info input install interface like menu message mode script shell text utility
259,disomaster,工具,库,class disc library manipulate package provide wrapper
261,dleyna-connector-dbus,服务,库,bus connector service
263,dleyna-renderer,服务,工具,bus client digital discover interact manipulate media service
264,dleyna-server,服务,工具,bus client digital discover interact manipulate media service
265,dlm,库,工具,application contain lib library need package userland
279,dotnet,服务,工具,application build collection command console contain core create cross development fast focus framework high host include library lightweight line linux logic machine micro modular need particularly performance platform publish resolve resolver right runtime select services software version virtual windows work
280,dotnet3.0,服务,库,allow app application build collection command compile console contain core create cross developer development fast focus framework high host include library lightweight line linux logic machine micro microsoft modular need net pack package particularly performance platform provide publish resolve resolver right runtime select services software target template version virtual windows work
281,dotnet3.1,服务,库,allow app application build collection command compile console contain core create cross developer development fast focus framework high host include library lightweight line linux logic machine micro microsoft modular need net pack package particularly performance platform provide publish resolve resolver right runtime select services software target template version virtual windows work
282,dotnet5.0,服务,库,allow app application build collection command compile console contain core create cross developer development fast focus framework high host include library lightweight line linux logic machine micro microsoft modular need net pack package particularly performance platform provide publish resolve resolver right runtime select services software target template version virtual windows work
283,dotnet6.0,服务,工具,allow app application build collection command compile compiler conform console contain core create cross developer development drive fast focus framework high host include launch launcher library lightweight line linux logic machine macos micro microsoft modular need net pack package particularly performance platform program provide publish resolve resolver right runtime select services software standalone standards target template tool version virtual windows work
286,dpa-ext-gnomekeyring,工具,其它,agent automatically extension gnome keyring polkit thing
287,dpdk,库,工具,data development driver environment fast library packet processing space tools user
289,drpm,库,工具,apply compatible library make original package provide reading
299,edk2,库,工具,contain enable firmware machine machines open package project qemu sample support uefi virtual
300,efi-rpm-macros,库,工具,basic contain directory filesystem layout machine package tool
302,efivar,服务,工具,allow command facility interface library line manage manipulation provide simple tools uefi variable
307,enchant,库,工具,backends check checking library spell wrap
308,enchant2,库,工具,backends check checking library spell wrap
311,eog,工具,库,collection desktop extensible file format gnome image large official plugin single variety view viewer
312,epel-aliyuncs-release,服务,工具,configuration contain enterprise extra linux package packages repository
313,epel-release,服务,工具,configuration contain enterprise extra linux package packages repository
314,epel-rpm-macros,库,工具,build contain enterprise extra linux macro package packages
325,exempi,库,工具,adobe build easy include library metadata parsing port provide unix work
329,extra-cmake-modules,库,其它,additional build frameworks module need
333,fapolicyd,服务,工具,access allow application applications contain daemon determine file implement interface kernel know make package policy right selinux source unknown
340,fence-virt,服务,工具,action agent allow appropriate backend capability cluster connection corosync daemon desktop framework handle host libvirt local locate location machine node non package physical pluggable process provide provides request serial server track useful virt virtual
342,ffmpegthumbnailer,工具,库,create file lightweight manager video
344,fido-device-onboard,工具,库,client device dracut implementation initialization module server tool
347,filesystem,服务,工具,basic contain correct directory filesystem include instal layout linux operating package permission
349,fio,工具,库,action file generation global inherit load match number override parameter particular process specify thread tool type typical unless user want write
350,fipscheck,库,工具,binary checksum contain creation file helper integrity library module package provide validate verification
352,firewalld,服务,工具,binding bus configuration customizable daemon directory dynamic file firewall interface layout macro package provide python3 require service
353,flac,库,工具,audio codec command consist contain decode decoder editor encode encoders file form format free input libraries library line lossless metadata music package player plugins program project reference similar stand stream various vorbis
354,flatpak,服务,工具,application apps building bus contain deployment desktop flatpak framework freedesktop gnome http information libraries linux module org package policy selinux service user wiki
357,fltk,库,工具,built cross emulation functionality graphic interface modern opengl platform pronounce provide support toolkit user
364,foomatic,服务,工具,account base capable command comprehensive configure contain cups database description driver file files generate generation http independent interface line manipulate option org package print printer queue read separately site tools utility www
367,fprintd,服务,工具,access authentication bus fingerprint module reader service
368,freeglut,库,工具,allow alternative application available completely contain context create edition free freely function highly keyboard library license licensed manage mark mouse open opengl originally platform portable program range read sample second simple software source support toolkit universally user utility variety wide window write
370,freeipmi,库,工具,base console daemon detection intelligent interface ipmi management monitoring node platform project provide provides recovery remote software specification syslog tool
372,freetype,库,工具,advanced complete develop efficiently engine environment file font free glyph individual library load manage open platform portable provide render rendering server support text variety
374,fribidi,库,工具,algorithm arabic data display example handle hebrew implement library logical order proper script text unicode write
375,frr,服务,库,approach base complexity current daemon fork free internet ip manage multi protocol resolve routing server software support tcp threaded
376,fstrm,库,工具,allow binary buffers byte clean data encode encoding format frame implementation json light minimal overhead produce protocol sequence serialization specify transport weight yaml
378,fuse-overlayfs,工具,库,nannan
380,fwupd,服务,工具,allow daemon device firmware session software update
384,gavl,库,工具,audio available compile configuration conversion convert data format function handle library multiple option provide select standardized store structure support time user version video
386,gc,库,工具,collect collector malloc replacement
387,gcab,库,工具,archive create gobject library manipulate
420,gcc-toolset-9-elfutils,工具,库,allow archive build check collection compiled compress contains data decompress depend devel discard dwarf enables file formed generate handle handling high implement include internals level libraries library libs list machine object package party program provide read readelf reading section size specific stack strip structure symbol utility write
428,gcr,库,工具,access card certificate crypto desktop display file gnome library like module parsing pkcs provide smart store viewer
429,gd,库,工具,accept allows application browser code color complete creation draw file format graphic image jpeg library line multiple note particularly program quick quickly result text useful write
431,gdbm,库,工具,access application build database devel developer efficient extensible file hashing include index install libraries library need program routine similar simple standard unix useful work write
434,gdm,其它,工具,authentication backend behalf case display functionality gnome graphical handle local lock manager protocol provide related remote server session start time user
439,genwqe-tools,工具,库,adapter card configure contain hardware manage package provide suite test tool userspace utilities utility
440,geoclue2,库,工具,access application aware bus client contain convenience create demo demos ensure explicit goal information interact library libs location make package permission possible primary project provide service simple user
446,ghc-srpm-macros,库,其它,building generate macro macros package source
449,gimp,其它,库,build channel commercial contain contains conversion create devel development edit effect expect extension extra extremely filter graphic helper image imaging include large layer level library libs manipulation multi need operation package pixel plug plugin powerful program provide share similar sub tool tools useful
453,gjs,库,工具,allow base bindings engine framework gnome gobject introspection javascript library mozilla
454,glade,工具,库,application compose consist designer ease integration library libs package separate widget
457,glibc,库,工具,access application available backwards based basis binary build cache caching code common compatibility contain create custom daemon data develop development disk easy executables file function gain glibc group hash header help host important improve include install instead ipv6 language ldap legacy library likely linux locale lookup make math memory module multiple nearly necessary need order pack package particular performance place program provide save service share source space speed standard support switch user version
460,glusterfs,服务,工具,base binary capable client code common concept daemon distributed easily extensibility feature file framework fuse include infiniband ip kernel large library module need network package parallel powerful provide rdma scale server sophisticated space storage support tcp term translator user various
461,gmp,库,工具,algorithm application arbitrary arithmetic basic binding bindings code common contain cpus design fast float generally install integer large library loop need number operation optimize package point precision sign simplicity small speed type
463,gnome-autoar,其它,库,archive base gnome gobject handle library
464,gnome-bluetooth,其它,工具,application bluetooth contain device display gnome graphical gtk library monitor need package selection setup utility want widget
483,gnome-screenshot,其它,工具,gnome picture screen utility
494,gnome-video-effects,其它,库,collection different effect gnome gstreamer modules video
498,gnutls,库,工具,509 access apis application communication gnutls implement implementation interface language library parse pkcs program protocol provide required secure simple structure technology write
499,go-srpm-macros,库,其它,architecture build building golang macro package project provide various
501,golang,其它,工具,compiler core enable golang language library miscellaneous programming source tool tree
502,golang-dbus,其它,库,binding bus client
522,gom,其它,工具,application complex data gobject help library make mapper need object provide query sqlite store structured write
523,google-api-python-client,其它,库,access apis client flexible google library powerful provide python small
532,gpm,库,工具,allow appear application based button click console contain dynamic editor emacs file function include library like linux management menu mouse operation package program provide server support text
535,graphite2,服务,库,aspect behavior capability capable complex create development display encoding font graphite group handle implementation initiative language model non project provide render rendering respect roman script smart software text various write
537,greenboot,工具,库,check framework generic health optional series systemd
539,grilo,库,工具,access contain content core different discovery element framework library multimedia package pluggable provide source
542,grub2,服务,工具,architecture boot bootloader build common component computer configurable custom customizable device directory file files format hardware highly image kernel layout linux medium modular modules optional package platform provide require rich subpackages support tool unified variety various
546,gsl,库,工具,analysis collection library numerical routine scientific write
549,gspell,库,工具,application checking flexible gtk implement library provide spell
550,gssdp,服务,库,control create device discovery easy efficient flexible framework gobject gupnp implement intend libsoup object open oriented point resource source upnp write
552,gssproxy,库,工具,credential gssapi handling proxy
553,gstreamer1,库,工具,applications architecture base based capability data filter framework graph gstreamer instal library mean media medium operate play plugin plugins process processing real related runtime simply sound stream streaming time type video
559,gtk2,库,工具,application complete contain create developer documentation graphical gtk gtk2 input interface library method multi package platform project range ship small standalone suitable suite support tool toolkit user widget
560,gtk3,库,工具,allow application avoid cache complete contain create disk file format graphical gtk gtk3 icon interface library memory multi multiple overall overhead package platform project range reduce seek share small start suitable suite support theme tool toolkit update user utility version widget
563,gtksourceview3,工具,库,code contain contains editor extend feature file gtk highlighting implement improve library package source standard syntax text typical version view widget
566,guile,库,工具,application building develop execution extensibility extensible extension implementation independent install intelligent language library like link machine package platform program programming provide scheme write
571,gutenprint,库,工具,compatible contain cups dialog driver gtk high include irix library linux native necessary operate package plug print printer quality range support unix wide widget
572,gvfs,工具,库,access apple application archive backend backends base camera cifs client device file filesystems framework fuse glib gnome image implementation include inside integration media medium mobile module music network online original package phone picture player protocol provide read reading seamless service share support transfer window windows write
586,httpd,其它,工具,abstract access apache associated authentication backends basic complete contain contains content correct cryptography data directory docs documentation efficient extensible filesystem filter guide html http httpd include information interface layer layout ldap manual modify module org package permission powerful protocol provide reference secure security server session ssl store strong support tls tool tools transform transport user
587,hunspell,库,工具,analyzer character checker complex design encoding hunspell interface language library libreoffice like module morphological pipe program rich spell terminal word
709,hwdata,服务,工具,configuration contain data database hardware various
711,hwloc,库,工具,11 abstraction application architecture attribute bind cache compute contain convenient core display efficiently format gather hardware help hierarchical include information interface library logical memory modern multiple node numa offer package portable powerful primarily process processor programming provide share socket software thread time topology unit various version
770,icedtea-web,库,工具,additional base browser component contain deployment documentation implementation java javadocs manage openjdk originally package plug plugin project provide setting settings start tool
772,icu,库,工具,character components compute current customize develop environment extend featured flexibility great important international libraries library need offer performance platform portability produce provide result robust service software standard supplementary support tools unicode utility variety various version wide
778,iniparser,工具,库,ansi application configuration file hold information library parse style
780,initscripts,服务,工具,additional allow basic command config configuration configure configured console contain default device disable enable file init instal installation interface kernel legacy load logging message module network networkmanager note package parameter primarily provide read require root script scripts service support tool update user utility version wish
781,intel-cmt-cat,工具,库,access allocation bandwidth basic cache class code command configure data execute file interface level line linux logical manage measure memory model monitoring obtain package privilege provide provides read register require root service software space specific standard support technology thread user virtual write
786,iproute,库,工具,action advanced capability class configuration configure contain control design device example filter kernel linux manage network networking package queue routing standard tool traffic utility
793,irqbalance,服务,工具,balance cpus daemon distribute enhanced load multiple performance
796,isl,库,工具,analysis base basis check closure compute constraint difference encode generalized graph include infinite integer library linear manipulate manipulation minimum operation point programming step supported union
800,istack-commons,库,其它,commons contain package runtime tool
801,itstool,工具,库,allow based determine document file internationalization message rule separate tool translate translation
803,jabberpy,库,工具,application base binding code contain deal develop leave libs messaging module parsing programmer protocol py python python3 quality socket
804,jack-audio-connection-kit,库,工具,allow application area audio bus client connect connection design device different effort example execution focus ground latency launcher linux low mean normal number operating operation plugin primarily process server share small start suitable synchronous work write
805,jansson,库,工具,data decode document encode json library manipulate parse small write
813,javapackages-tools,其它,工具,basic content directory filesystem install java layout macro macros package packaging provide script support
816,jboss-annotations-1.2-api,其它,库,annotations common contain package
825,jolokia-jvm-agent,服务,库,agent
826,jose,库,工具,command contain crypto encryption generation implement include json library line object operation package perform provide sign signing stack task tools utility various
827,jq,工具,库,command data dependency ease effort expect filter flexible format json lightweight like line little play portable processor program runtime short simple structure text transform want write zero
835,kde-filesystem,其它,库,directory filesystem layout package provide required used
836,kde-settings,其它,工具,config configuration enable file pulseaudio support
840,kernel,其它,工具,additional allocation allow application apps base basic binding block build change come commonly compatibility compile component components constant contain core cross debug define device directory documentation driver ebpf enable enforcement enhancement enterprise event external extra feature file filesystems function gather glibc handle hardware header heavily include information input inspection instal interface kernel language layer libraries library like linux list maintain major management manipulate manipulation match mean memory meta modify module monitoring need numerous operating option output package performance permit plugin process program programming provide pull python python3 release security simple source specify stable standard structure support symbol test tool tools update upstream userspace variant version write
874,kf5-kirigami2,其它,库,base build interface plugins user
900,krb5,服务,工具,administrative allow authentication basic center certificate client consider contain credential data directory distribution initial instal install interface kerberos ldap library libs module need network non object obtain package people plugin private program related server share shared stable storage store wish word workstation
905,kyotocabinet,库,工具,application client essential interface libraries library libs package program provide shared
911,lcms2,工具,库,color current deprecate engine footprint form instal intend management open optimize original parallel small source speed version
912,ldns,库,工具,allow create define high instance level library low operation packet program programmer sign simplify support
913,ledmon,库,工具,activity application associate control design drive fail locate privilege root slot space status type user utilities
919,libSM,库,工具,library management org runtime session
920,libX11,库,工具,client common core data library libxcb protocol
923,libXau,库,工具,access authorization block client connection cookie core data display exist hook individual know library mechanism protocol provide sample server setup simple specific specify window
928,libXdmcp,库,工具,control display library manager protocol
931,libXfont2,库,工具,library org runtime
932,libXft,库,工具,library org runtime
933,libXi,库,工具,library org runtime
936,libXp,库,工具,library org runtime
937,libXpm,库,工具,library org runtime
940,libXres,库,工具,allow client extension library query resource server usage various
941,libXt,库,工具,library org runtime
942,libXtst,库,工具,library org runtime
943,libXv,库,工具,library org runtime
944,libXvMC,库,工具,library org runtime
945,libXxf86dga,库,工具,library org runtime
946,libXxf86misc,库,工具,library org runtime
949,libaio,库,工具,access application asynchronous capability facility kernel library linux native order posix provide require rich simple
950,libao,库,工具,audio cross currently irix library output platform support
951,libappindicator,库,工具,allow application available based contain export generic indicator library menu package support version work
953,libarchive,库,工具,archive contain create different format handle image include library manipulate package popular program read regular split standalone stream tape utility variant write
956,libasyncns,库,工具,asynchronous easy function implement library lightweight relate service small wrapper
957,libatasmart,库,工具,disk hard health library lightweight monitoring parser small
958,libatomic_ops,库,工具,allow architecture atomic code consider construction direct early explicitly implementation involve memory minimum number operation overhead package portable provides semantics similar unlike update variety
961,libblockdev,库,工具,binding block configuration contain core create crypto dbus dependency device encrypt enhancement file function functionality gobject information introspection kernel level library like loop low manipulation mapper meta operation package partition partitioning plugin plugins provide providing pull python3 raid relate related serve standalone storage support swap time utility utilize utils wrapper
962,libbpf,库,工具,directory file header lib library linux mirror package plus support tools tree version
964,libbytesize,库,工具,account binding byte contain convenient easy facilitate human input library localization make nice package parse produce provide python readable representation size support user work
965,libcacard,库,工具,access card certificate common compatible container emulation guest implement library machine provide read reader separate smart standard virtual
966,libcanberra,库,工具,binding bindings event gtk html http implementation library lightweight portable public small sound spec specification theme
967,libcap,库,工具,capability draft library posix
969,libcdio,库,工具,access application cd control device independent input interface library need provide
972,libcgroup,库,工具,administrator allow associated authentication command configured contain control controller daemon group help infrastructure library line linux login manipulate module monitor package pluggable pre process program service user utility
973,libchardet,库,工具,character charset data detect detector encode interface mozilla provide universal
976,libconfig,库,工具,application aware code compact configuration file format library manipulate necessary parse readable simple string structure type unlike
978,libdaemon,库,工具,compatible consist correct daemon ease file following fork library lightweight output pipe procedure process redirect select serialize signal simpler stdout syslog unix usage wrapper write writing
979,libdatrie,库,工具,analyzer array complexity dictionary digital double efficient flexibility hashing html http implementation incremental kind lexical linux make manipulation matching method net provide represent search spell structure thai time tree
980,libdazzle,库,工具,applications builder collection development drive experimental fancy feature generic glib ground gtk inside library project prototype quite ready widget
987,libdrm,库,工具,direct library manager rendering runtime
992,libeasyfc,库,工具,configuration contain demand easy generate generator gobject interface package provide
994,libedit,库,工具,editing function generic history library line port provide readline similar
1001,libev,库,工具,code contain correct event faster feature good high loop model module package performance perl scale small source
1003,libevent,库,工具,abstract application asynchronous callback change descriptor drive dynamically event execute file function library loop mean mechanism need network notification occur provide reach remove replace server specific
1004,libexif,库,工具,allow camera contain data digital extra extract file image information jpeg library parse produce read
1006,libfabric,库,工具,application best collection communication component conjunction core daemon deal define directly export fabric focus framework integrate interface interfaces kernel library open provider service software space test typically user work
1009,libffi,库,工具,allow argument bridge certain code compilation compile compiler conversion dependent description entry exist feature follow foreign fully function generate handle high instance interface interpreter know language layer level library machine make necessary number pass popular portable program programmer provide really return run separate specify stand tell time type value various work write
1010,libfontenc,库,工具,library org runtime
1015,libgcrypt,库,工具,base code crypto cryptography development general library purpose version
1017,libgdither,库,工具,apply audio conversion data float library perform preserve process quality reduce sample source width
1019,libgexiv2,库,工具,application available based basic feature gnome gobject library make wrapper
1020,libgit2,库,工具,allow application binding core custom implementation language library method native portable provide pure solid speed write
1023,libgnomekbd,库,工具,configuration contain gnome keyboard library manage offer package relate various widget
1026,libgphoto2,库,工具,access application camera digital example frontends library various
1029,libgtop2,库,工具,information library memory obtain process usage version
1030,libgudev,库,工具,based easily gobject introspection javascript language library make possible program simpler support wrapper
1031,libguestfs,其它,工具,able access additional administration administrator alternative application archive avoid backup bash basic batch binding block build builder capable change clone code collection com command compatible completion configuration contain contains content convert copy core customize debug depend dependency determine devel develop developer device diff difference different directly directory disk display documentation download driver edit editor element enhanced enterprise examine exist extract feature file filesystem filesystems follow format free fully fuse global gobject guest header host hostname http icon image include info inside inspect instal install intelligent interactive introspection japanese java javadoc kernel language library like limited line linux list log look machine make miscellaneous modify mount need network non note ocaml operate org package page pages partition perform perl physical popular problem process program provide pull python python3 qemu really reason redhat reduce registry replace replacement require resize ruby safe scan scheme scratch script secure separate shell software space sparse split statistic subpackages subset support tool tools type ukrainian unlike upload used utility various version virt virtual want windows work write
1032,libgusb,库,工具,asynchronous bulk control easy glib gobject integration interrupt make proper transfer wrapper
1034,libgxim,库,工具,application based client communicate contain directly gobject help implement input library loop main method package particularly protocol server shared
1037,libhbaapi,库,工具,channel host level library manage project
1038,libhbalinux,库,工具,build implementation interface library vendor
1039,libhugetlbfs,库,工具,access application applications available behavior binary configure contain control data default easy environment file help large ld_preload library link list load machine malloc memory modification number package page pool program provide request size source target text userspace utility variable wrapper
1040,libical,库,工具,calendar data format implementation product reference schedule serialization type
1041,libid3tag,库,工具,eventually library manipulation reading various version write
1042,libidn,库,工具,define domain group ietf implementation internationalized library names specification support work
1043,libidn2,库,工具,dependency domain implementation internationalized library specification standalone support
1045,libieee1284,库,工具,communicate device ieee interfacing library parallel port
1046,libijs,库,工具,able alternative application connect develop ghostscript image instead library longer print printer protocol server transport useful
1048,libindicator,库,工具,apps build convenience function gtk indicator likely symbol
1050,libipt,库,工具,decode decoder fully implementation integrate intel library processor reference standalone tool trace
1051,libiptcdata,库,工具,command data edit encode file header image include inside library line location metadata modify parsing save standard store title utility
1054,libjpeg-turbo,库,工具,access client comment compress contain decompress display file format function image include insert jpeg library manipulate package perform program regular share simple text transformation useful utilities utils various
1055,libkcapi,库,工具,access algorithm allow apis consider consumer crypto developer drop easy export handling implement interface kernel level library linux low need netlink package process processing provide provides replacement request return send space tool user
1056,libkeepalive,库,工具,base binary change dynamic enable executables feature glibc library original program
1059,libksba,库,工具,509 accessible application block build certificate easily library make mime specification
1062,libldb,库,工具,access binding database extensible file implement ldap library like local manage python remote schema server tools
1064,liblockfile,库,工具,addition create design function generic implement library lock mail manage number remove standard sysv
1069,libmaxminddb,库,工具,contain file format library package
1071,libmediaart,库,工具,cache extract handle library manage medium task
1074,libmetalink,库,工具,file functionality library parse program write
1076,libmicrohttpd,库,工具,application binary compliant creates data different easy embed fast feature fully http implementation incremental ipv6 library lightweight listen make model multiple port post processing project server simple small support thread
1078,libmnl,库,工具,allow avoid code common developer easy header helper library netlink orient parsing provide simple space task use user validate wheel wrong
1081,libmodulemd,库,工具,com compatibility fedora file github http library manipulate manipulation master metadata module package readme
1082,libmpc,库,工具,arithmetic build complex correct follow high library multiple number precision result
1083,libmspack,库,工具,compression decompression file format library microsoft provide purpose relate related
1088,libndp,库,工具,contain discovery ipv6 library message package protocol provide receive send tool wrapper
1090,libnetfilter_conntrack,库,工具,connection interface kernel library netfilter programming provide state table track userspace
1091,libnetfilter_cthelper,库,工具,available connection helper infrastructure kernel library linux provide space track user
1092,libnetfilter_cttimeout,库,工具,allow attribute basically build communicate create define fine infrastructure kernel message netfilter object policy space tune user
1093,libnetfilter_queue,库,工具,deprecate filter kernel know library mechanism netfilter packet previously provide queue userspace
1094,libnfnetlink,库,工具,foundation function handle level library low netfilter netlink provide specific subsystem userspace
1095,libnftnl,库,工具,interaction level library low netlink
1097,libnl3,库,工具,additional bind binding command contain convenience depend interface kernel library line linux manipulation netlink network package python simplify socket utils various
1098,libnma,库,工具,contain integrate library networkmanager package tool
1099,libnotify,库,工具,daemon define desktop display event form freedesktop information library notification org send spec user
1100,libnsl2,库,工具,able client code contain glibc interface ipv6 library link package public rpc standalone support
1102,liboauth,库,工具,accord collection core encode escape function functionality high http implement level library oauth offer parameter perform posix provide request sign signature specification standard verify
1108,libotf,库,工具,character code combination complex convert currently develop facility file following font free glyph good handle layout library open opentype provide read release sequence similar support table tables text type unicode
